PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Gritli, I; Garmey, E; Eliasof, S; Tellez, A; Davis, ME; Yun, Y		Braddock, M		Gritli, Ismael; Garmey, Edward; Eliasof, Scott; Tellez, Andres; Davis, Mark E.; Yun, Yen			Polymeric Nanoparticles and Cancer: Lessons Learnt from CRLX101	NANOMEDICINES: DESIGN, DELIVERY AND DETECTION	RSC Drug Discovery Series		English	Article; Book Chapter							HYPOXIA-INDUCIBLE FACTOR-1-ALPHA; ENDOTHELIAL GROWTH-FACTOR; CARBOXYMETHYL DEXTRAN CONJUGATE; ETIRINOTECAN PEGOL NKTR-102; CARBONIC-ANHYDRASE-IX; INHIBITS TUMOR-GROWTH; ADVANCED SOLID MALIGNANCIES; PHASE-II TRIAL; ANTITUMOR-ACTIVITY; BREAST-CANCER		[Gritli, Ismael] Taipei Med Univ, Coll Med Sci & Technol, 250 Wu Xing St, Taipei 11031, Taiwan; [Garmey, Edward; Eliasof, Scott; Tellez, Andres] Cerulean Pharma Inc, 840 Mem Dr, Cambridge, MA 02139 USA; [Davis, Mark E.] CALTECH, Chem Engn, Pasadena, CA 91125 USA; [Yun, Yen] City Hope Natl Med Ctr, Natl Med Ctr, 1500 Duarte Rd, Duarte, CA 91010 USA	Yun, Y (corresponding author), City Hope Natl Med Ctr, Natl Med Ctr, 1500 Duarte Rd, Duarte, CA 91010 USA.	YYen@coh.org						148	0	0	0	4	ROYAL SOC CHEMISTRY	CAMBRIDGE	THOMAS GRAHAM HOUSE, SCIENCE PARK, CAMBRIDGE CB4 4WF, CAMBS, ENGLAND	2041-3203		978-1-78262-253-6; 978-1-84973-947-4	RSC DRUG DISCOV	RSC Drug Discov.		2016	51						199	232			10.1039/9781782622536		34	Biotechnology & Applied Microbiology; Nanoscience & Nanotechnology; Medicine, Research & Experimental; Pharmacology & Pharmacy	Biotechnology & Applied Microbiology; Science & Technology - Other Topics; Research & Experimental Medicine; Pharmacology & Pharmacy	BG3RS	WOS:000388171700009					2020-09-09	
J	Bruno, OP; Lyon, M; Perez-Arancibia, C; Turc, C				Bruno, Oscar P.; Lyon, Mark; Perez-Arancibia, Carlos; Turc, Catalin			WINDOWED GREEN FUNCTION METHOD FOR LAYERED-MEDIA SCATTERING	SIAM JOURNAL ON APPLIED MATHEMATICS			English	Article						Sommerfeld integrals; layered-media scattering; layer Green function	BOUNDARY INTEGRAL-EQUATIONS; LOW-GRAZING ANGLES; ELECTROMAGNETIC SCATTERING; SOMMERFELD INTEGRALS; ROUGH SURFACES; BURIED OBJECTS	This paper introduces a new windowed Green function (WGF) method for the numerical integral-equation solution of problems of electromagnetic scattering by obstacles in the presence of dielectric or conducting half-planes. The WGF method, which is based on the use of smooth windowing functions and integral kernels that can be expressed directly in terms of the free-space Green function, does not require evaluation of expensive Sommerfeld integrals. The proposed approach is fast, accurate, flexible, and easy to implement. In particular, straightforward modifications of existing (accelerated or unaccelerated) integral-equation solvers suffice to incorporate the WGF capability. The method relies on a certain integral equation posed on the union of the boundary of the obstacle and a small flat section of the interface between the penetrable media. Our analysis and numerical experiments demonstrate that both the near- and far-field errors resulting from the proposed approach decrease faster than any negative power of the window size. In the examples considered in this paper the proposed method is up to thousands of times faster, for a given accuracy, than a corresponding method based on use of Sommerfeld integrals.	[Bruno, Oscar P.; Perez-Arancibia, Carlos] CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA; [Lyon, Mark] Univ New Hampshire, Dept Math & Stat, Durham, NH 03824 USA; [Turc, Catalin] New Jersey Inst Technol, Dept Math, Newark, NJ 07102 USA	Bruno, OP (corresponding author), CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA.	obruno@caltech.edu; mark.lyon@unh.edu; cperezar@caltech.edu; catalin.c.turc@njit.edu	Perez-Arancibia, Carlos/M-6328-2017	Perez-Arancibia, Carlos/0000-0003-1647-4019				30	14	14	1	6	SIAM PUBLICATIONS	PHILADELPHIA	3600 UNIV CITY SCIENCE CENTER, PHILADELPHIA, PA 19104-2688 USA	0036-1399	1095-712X		SIAM J APPL MATH	SIAM J. Appl. Math.		2016	76	5					1871	1898		10.1137/15M1033782			28	Mathematics, Applied	Mathematics	EB4DM	WOS:000387320100006		Green Accepted			2020-09-09	
S	Atsuta, S; Ogawa, T; Yamaguchi, S; Hayama, K; Araya, A; Kanda, N; Miyakawa, O; Miyoki, S; Nishizawa, A; Ono, K; Saito, Y; Somiya, K; Uchiyama, T; Uyeshima, M; Yano, K		Lee, HM; Oh, J		Atsuta, S.; Ogawa, T.; Yamaguchi, S.; Hayama, K.; Araya, A.; Kanda, N.; Miyakawa, O.; Miyoki, S.; Nishizawa, A.; Ono, K.; Saito, Y.; Somiya, K.; Uchiyama, T.; Uyeshima, M.; Yano, K.			Measurement of Schumann Resonance at Kamioka	11TH EDOARDO AMALDI CONFERENCE ON GRAVITATIONAL WAVES (AMALDI 11)	Journal of Physics Conference Series		English	Proceedings Paper	11th Edoardo Amaldi Conference on Gravitational Waves (AMALDI)	JUN 21-26, 2015	Gwangju, SOUTH KOREA	Int Union Pure & Appl Phys, Korean Astron Soc, Korean Phys Soc, Korean Federat Sci & Technol, Natl Res Fdn, Korea Tourism Organism, Gwangju Convent Bur				On the stochastic gravitational-wave search, correlated noise in two or more gravitational-wave detectors can be a serious problem. Schumann resonance is the name of a standing wave of electromagnetic fields, which is one of the correlated noise sources for the second-generation gravitational-wave detectors. We measured the noise levels of the environmental magnetic field both inside and outside the mine of KAGRA site at Kamioka. In this letter, we report the result of the measurement and compare the amplitude of magnetic fields inside and outside the mine to find possible issues or gain of constructing a detector underground.	[Atsuta, S.; Somiya, K.; Yano, K.] Tokyo Inst Technol, Dept Phys, Meguro Ku, 2-12-1 Oh Okayama, Tokyo 1528551, Japan; [Ogawa, T.; Araya, A.; Uyeshima, M.] Univ Tokyo, Earthquake Res Inst, Bunkyo Ku, 1-1-1 Yayoi, Tokyo 1130032, Japan; [Yamaguchi, S.] Osaka City Univ, Dept Biol & Geosci, Sumiyoshi Ku, 3-3-138 Sugimoto, Osaka 5588585, Japan; [Hayama, K.; Kanda, N.] Osaka City Univ, Dept Phys, Sumiyoshi Ku, 3-3-138 Sugimoto, Osaka 5588585, Japan; [Miyakawa, O.; Miyoki, S.; Ono, K.; Saito, Y.; Uchiyama, T.] Univ Tokyo, Inst Cosm Ray Res, 5-1-5 Kashiwa No Ha, Kashiwa, Chiba 2778582, Japan; [Nishizawa, A.] CALTECH, Div Phys Math & Astron, 1200 E,Calif Blvd, Pasadena, CA 91125 USA	Atsuta, S (corresponding author), Tokyo Inst Technol, Dept Phys, Meguro Ku, 2-12-1 Oh Okayama, Tokyo 1528551, Japan.	atsuta@gw.phys.titech.ac.jp	Ono, Kanta/I-3226-2014	Ono, Kanta/0000-0002-3285-9093; Somiya, Kentaro/0000-0003-2601-2264				13	4	4	0	2	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1742-6588			J PHYS CONF SER			2016	716								UNSP 012020	10.1088/1742-6596/716/1/012020			4	Astronomy & Astrophysics; Physics, Multidisciplinary; Physics, Particles & Fields	Astronomy & Astrophysics; Physics	BG1PT	WOS:000386960500020		Bronze, Green Accepted			2020-09-09	
S	Dolch, T; Ellis, JA; Chatterjee, S; Cordes, JM; Lam, MT; Bassa, C; Bhattacharyya, B; Champion, DJ; Cognard, I; Crowter, K; Demorest, PB; Hessels, JWT; Janssen, G; Jenet, FA; Jones, G; Jordan, C; Karuppusamy, R; Keith, M; Kondratiev, VI; Kramer, M; Lazarus, P; Lazio, TJW; Lorimer, DR; Madison, DR; McLaughlin, MA; Palliyaguru, N; Perrodin, D; Ransom, SM; Roy, J; Shannon, RM; Smits, R; Stairs, IH; Stappers, BW; Stinebring, DR; Stovall, K; Verbiest, JPW; Zhu, WW		Lee, HM; Oh, J		Dolch, T.; Ellis, J. A.; Chatterjee, S.; Cordes, J. M.; Lam, M. T.; Bassa, C.; Bhattacharyya, B.; Champion, D. J.; Cognard, I.; Crowter, K.; Demorest, P. B.; Hessels, J. W. T.; Janssen, G.; Jenet, F. A.; Jones, G.; Jordan, C.; Karuppusamy, R.; Keith, M.; Kondratiev, V. I.; Kramer, M.; Lazarus, P.; Lazio, T. J. W.; Lorimer, D. R.; Madison, D. R.; McLaughlin, M. A.; Palliyaguru, N.; Perrodin, D.; Ransom, S. M.; Roy, J.; Shannon, R. M.; Smits, R.; Stairs, I. H.; Stappers, B. W.; Stinebring, D. R.; Stovall, K.; Verbiest, J. P. W.; Zhu, W. W.		NANOGrav Collaboration	Single-Source Gravitational Wave Limits From the J1713+0747 24-hr Global Campaign	11TH EDOARDO AMALDI CONFERENCE ON GRAVITATIONAL WAVES (AMALDI 11)	Journal of Physics Conference Series		English	Proceedings Paper	11th Edoardo Amaldi Conference on Gravitational Waves (AMALDI)	JUN 21-26, 2015	Gwangju, SOUTH KOREA	Int Union Pure & Appl Phys, Korean Astron Soc, Korean Phys Soc, Korean Federat Sci & Technol, Natl Res Fdn, Korea Tourism Organism, Gwangju Convent Bur			PULSAR TIMING ARRAY; BLACK-HOLE BINARIES; DATA SET; SYSTEM	Dense, continuous pulsar timing observations over a 24-hr period provide a method for probing intermediate gravitational wave (GW) frequencies from 10 microhertz to 20 millihertz. The European Pulsar Timing Array (EPTA), the North American Nanohertz Observatory for Gravitational Waves (NANOGrav), the Parkes Pulsar Timing Array (PPTA), and the combined International Pulsar Timing Array (IPTA) all use millisecond pulsar observations to detect or constrain GWs typically at nanohertz frequencies. In the case of the IPTA's nine-telescope 24-Hour Global Campaign on millisecond pulsar J1713+0747, GW limits in the intermediate frequency regime can be produced. The negligible change in dispersion measure during the observation minimizes red noise in the timing residuals, constraining any contributions from GWs due to individual sources. At 10(-5) Hz, the 95% upper limit on strain is 10(-11) for GW sources in the pulsar's direction.	[Dolch, T.] Hillsdale Coll, Dept Phys, 33 E Coll St, Hillsdale, MI 49242 USA; [Dolch, T.; Chatterjee, S.; Cordes, J. M.; Madison, D. R.] Cornell Univ, Dept Astron, Ithaca, NY 14853 USA; [Ellis, J. A.; Lazio, T. J. W.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91106 USA; [Bassa, C.; Hessels, J. W. T.; Janssen, G.; Kondratiev, V. I.; Smits, R.] Netherlands Inst Radio Astron, ASTRON, Postbus 2, NL-7990 AA Dwingeloo, Netherlands; [Bassa, C.; Bhattacharyya, B.; Jordan, C.; Keith, M.; Roy, J.; Stappers, B. W.] Univ Manchester, Sch Phys & Astron, Jodrell Bank Ctr Astrophys, Manchester M13 9PL, Lancs, England; [Champion, D. J.; Karuppusamy, R.; Kramer, M.; Lazarus, P.; Zhu, W. W.] Max Planck Inst Radioastron, Hugel 69, D-53121 Bonn, Germany; [Cognard, I.] CNRS, UMR 6115 LPC2E, Lab Phys & Chim Environm & Espace, F-45071 Orleans 02, France; [Cognard, I.] CNRS INSU, Observ Paris, Stn Radioastron Nancay, F-18330 Nancay, France; [Crowter, K.; Stairs, I. H.] Univ British Columbia, Dept Phys & Astron, 6224 Agr Rd, Vancouver, BC V6T 1Z1, Canada; [Demorest, P. B.] Natl Radio Astron Observ, 1003 Lopezville Rd, Socorro, NM 87801 USA; [Hessels, J. W. T.] Univ Amsterdam, Astron Inst Anton Pannekoek, Sci Pk 904, NL-1098 XH Amsterdam, Netherlands; [Jenet, F. A.] Univ Texas Brownsville, Ctr Adv Radio Astron, Brownsville, TX 78520 USA; [Jones, G.] Columbia Univ, Columbia Astrophys Lab, New York, NY 10027 USA; [Kondratiev, V. I.] Lebedev Phys Inst, Ctr Astro Space, Profsoyuznaya Str 84-32, Moscow 117997, Russia; [Kramer, M.] Univ Manchester, Jodrell Bank Observ, Macclesfield SK11 9DL, Cheshire, England; [Lorimer, D. R.; McLaughlin, M. A.; Palliyaguru, N.] West Virginia Univ, Dept Phys & Astron, Morgantown, WV 26506 USA; [Madison, D. R.; Ransom, S. M.] Natl Radio Astron Observ, 520 Edgemont Rd, Charlottesville, VA 22901 USA; [Perrodin, D.] INAF Osservatorio Astron Cagliari, Via Sci 5, I-09047 Selargius, CA, Italy; [Roy, J.] Tata Inst Fundamental Res, Natl Ctr Radio Astrophys, Pune 411007, Maharashtra, India; [Shannon, R. M.] Australia Telescope Natl Facil, CSIRO Astron & Space Sci, POB 76, Epping, NSW 1710, Australia; [Stinebring, D. R.] Oberlin Coll, Dept Phys & Astron, Oberlin, OH 44074 USA; [Stovall, K.] Univ New Mexico, Dept Phys & Astron, 1919 Lomas Blvd NE, Albuquerque, NM 87131 USA; [Verbiest, J. P. W.] Univ Bielefeld, Fak Phys, Postfach 100131, D-33501 Bielefeld, Germany	Dolch, T (corresponding author), Hillsdale Coll, Dept Phys, 33 E Coll St, Hillsdale, MI 49242 USA.; Dolch, T (corresponding author), Cornell Univ, Dept Astron, Ithaca, NY 14853 USA.	tdolch@hillsdale.edu	Verbiest, Joris/X-4941-2019; Shannon, Ryan/AAW-8522-2020; Kondratiev, Vladislav I./N-1105-2015; Keith, Michael/AAH-2606-2019; Perrodin, Delphine/L-1916-2016	Verbiest, Joris/0000-0002-4088-896X; Shannon, Ryan/0000-0002-7285-6348; Kondratiev, Vladislav I./0000-0001-8864-7471; Perrodin, Delphine/0000-0002-1806-2483; Keith, Michael/0000-0001-5567-5492; Kramer, Michael/0000-0002-4175-2271; Bassa, Cees/0000-0002-1429-9010				23	6	6	0	2	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1742-6588			J PHYS CONF SER			2016	716								UNSP 012014	10.1088/1742-6596/716/1/012014			4	Astronomy & Astrophysics; Physics, Multidisciplinary; Physics, Particles & Fields	Astronomy & Astrophysics; Physics	BG1PT	WOS:000386960500014		Bronze			2020-09-09	
S	Nishizawa, A; Nakamura, T		Lee, HM; Oh, J		Nishizawa, Atsushi; Nakamura, Takashi			Measuring Gravitational-Wave Propagation Speed with Multimessenger Observations	11TH EDOARDO AMALDI CONFERENCE ON GRAVITATIONAL WAVES (AMALDI 11)	Journal of Physics Conference Series		English	Proceedings Paper	11th Edoardo Amaldi Conference on Gravitational Waves (AMALDI)	JUN 21-26, 2015	Gwangju, SOUTH KOREA	Int Union Pure & Appl Phys, Korean Astron Soc, Korean Phys Soc, Korean Federat Sci & Technol, Natl Res Fdn, Korea Tourism Organism, Gwangju Convent Bur				A measurement of gravitational wave (GW) propagation speed is one of important tests of gravity in a dynamical regime. We report a method to measure the GW propagation speed by directly comparing arrival times of GWs, neutrinos from supernovae (SN), and photons from short gamma-ray bursts (SGRB). We found that the future multimessenger observations can test the GW propagation speed with the precision of similar to 10(-16)-10(-15), improving the previous suggestions by 9 10 orders of magnitude. We also propose a novel method that distinguishes the true signal due to the deviation of GW speed from the speed of light and the intrinsic time delay with compact binaries at cosmological distances.	[Nishizawa, Atsushi] CALTECH, Theoret Astrophys 350 17, Pasadena, CA 91125 USA; [Nakamura, Takashi] Kyoto Univ, Dept Phys, Kyoto 6068502, Japan	Nishizawa, A (corresponding author), CALTECH, Theoret Astrophys 350 17, Pasadena, CA 91125 USA.	anishi@caltech.edu						26	0	0	0	0	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1742-6588			J PHYS CONF SER			2016	716								UNSP 012018	10.1088/1742-6596/716/1/012018			4	Astronomy & Astrophysics; Physics, Multidisciplinary; Physics, Particles & Fields	Astronomy & Astrophysics; Physics	BG1PT	WOS:000386960500018		Other Gold			2020-09-09	
S	Nishizawa, A; Seto, N		Lee, HM; Oh, J		Nishizawa, Atsushi; Seto, Naoki			Search method for an emission line of a GW background	11TH EDOARDO AMALDI CONFERENCE ON GRAVITATIONAL WAVES (AMALDI 11)	Journal of Physics Conference Series		English	Proceedings Paper	11th Edoardo Amaldi Conference on Gravitational Waves (AMALDI)	JUN 21-26, 2015	Gwangju, SOUTH KOREA	Int Union Pure & Appl Phys, Korean Astron Soc, Korean Phys Soc, Korean Federat Sci & Technol, Natl Res Fdn, Korea Tourism Organism, Gwangju Convent Bur				A sharp emission line of a gravitational-wave background (GWB) would be an interesting observational target. Here we study an efficient method to detect a line GWB by correlating data of multiple GW detectors. We find that the width of frequency bin in the data analysis is a critical parameter, and, with the commonly-used value 0.25 Hz, the signal-to-noise ratio could be decreased by up to a factor of 6.6, compared with a finer width of 0.02Hz. By reanalyzing the existing data with a smaller bin width, we might detect a precious line signal from the early universe.	[Nishizawa, Atsushi] CALTECH, Theoret Astrophys 350 17, Pasadena, CA 91125 USA; [Seto, Naoki] Kyoto Univ, Dept Phys, Kyoto 6068502, Japan	Nishizawa, A (corresponding author), CALTECH, Theoret Astrophys 350 17, Pasadena, CA 91125 USA.	anishi@caltech.edu						12	0	0	0	0	IOP PUBLISHING LTD	BRISTOL	DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND	1742-6588			J PHYS CONF SER			2016	716								UNSP 012013	10.1088/1742-6596/716/1/012013			4	Astronomy & Astrophysics; Physics, Multidisciplinary; Physics, Particles & Fields	Astronomy & Astrophysics; Physics	BG1PT	WOS:000386960500013		Bronze, Green Accepted			2020-09-09	
S	Li, Y; Sheldon, DJ; Ramos, AS; Bruck, J			IEEE	Li, Yue; Sheldon, Douglas J.; Ramos, Andre S.; Bruck, Jehoshua			Error Characterization and Mitigation for 16nm MLC NAND Flash Memory under Total Ionizing Dose Effect	2016 IEEE INTERNATIONAL RELIABILITY PHYSICS SYMPOSIUM (IRPS)	International Reliability Physics Symposium		English	Proceedings Paper	IEEE International Reliability Physics Symposium (IRPS)	APR 17-21, 2016	Pasadena, CA	IEEE		Characterization; NAND flash memories; radiation effects; reliability; total ionizing dose effect		This paper studies the system-level reliability of 16nm MLC NAND flash memories under total ionizing dose (TID) effect. Errors that occur in the parts under TID effect are characterized at multiple levels. Results show that faithful data recovery only lasts until 9k rad. Data errors observed in irradiated flash samples are strongly asymmetric. To improve the reliability of the parts, we study error mitigation methods that consider the specific properties of TID errors. First, we implement a novel data representation scheme that stores data using the relative order of cell voltages. The representation is more robust against uniform asymmetric threshold voltage shift of floating gates. Experimental results show that the scheme reduces errors at least by 50% for blocks with less than 3k program/erase cycles and 10k rad. Second, we conduct empirical evaluations of memory scrubbing schemes. Based on the results, we identify a scheme that refreshes cells without doing block erasure. Evaluation results show that parts under this scrubbing scheme survive up to 8k PECs and 57k rad total doses.	[Li, Yue; Ramos, Andre S.; Bruck, Jehoshua] CALTECH, EE Dept, Pasadena, CA 91125 USA; [Sheldon, Douglas J.] CALTECH, Jet Prop Lab, Pasadena, CA USA	Li, Y (corresponding author), CALTECH, EE Dept, Pasadena, CA 91125 USA.	yli@caltech.edu; douglas.j.sheldon@jpl.nasa.gov; asramos@caltech.edu; bruck@caltech.edu						11	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1541-7026		978-1-4673-9136-8	INT RELIAB PHY SYM			2016													6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG1WP	WOS:000387121900135					2020-09-09	
S	Li, Y; Gad, EE; Jiang, AX; Bruck, J			IEEE	Li, Yue; Gad, Eyal En; Jiang, Anxiao (Andrew); Bruck, Jehoshua			Data Archiving in 1x-nm NAND Flash Memories: Enabling Long-Term Storage using Rank Modulation and Scrubbing	2016 IEEE INTERNATIONAL RELIABILITY PHYSICS SYMPOSIUM (IRPS)	International Reliability Physics Symposium		English	Proceedings Paper	IEEE International Reliability Physics Symposium (IRPS)	APR 17-21, 2016	Pasadena, CA	IEEE		Archival storage; characterization; data retention; NAND flash memories; reliability; rank modulation; scrubbing		The challenge of using inexpensive and high-density NAND flash for archival storage was posed recently for reducing data center costs. However, such flash memory is becoming more susceptible to noise, and its reliability issues has become the major concern for its adoption by long-term storage systems. This paper studies the system-level reliability of archival storage that uses 1x-nm NAND flash memory. We analyze retention error behavior, and show that 1x-nm MLC and TLC flash do not immediately qualify for long-term storage. We then implement the rank modulation (RM) scheme and memory scrubbing (MS) for retention period (RP) enhancement. The RM scheme provides a new data representation using the relative order of cell voltages, which provides higher reliability against uniform asymmetric threshold voltage shift due to charge leakage. Results show that the new representation reduces raw bit error rate (RBER) by 45% on average, and using RM and MS together provides up to 196, 171, 146 and 121 years of RPs for blocks with 0, 25, 50 and 75 program/erase cycles, respectively.	[Li, Yue; Gad, Eyal En; Bruck, Jehoshua] CALTECH, Dept Elect Engn, Pasadena, CA 91125 USA; [Jiang, Anxiao (Andrew)] Texas A&M Univ, Dept Comp Sci & Engn, College Stn, TX USA	Li, Y (corresponding author), CALTECH, Dept Elect Engn, Pasadena, CA 91125 USA.	yli@caltech.edu; eengad@caltech.edu; ajiang@cse.tamu.edu; bruck@caltech.edu						14	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1541-7026		978-1-4673-9136-8	INT RELIAB PHY SYM			2016													10	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG1WP	WOS:000387121900069					2020-09-09	
S	Decrossas, E; Reck, T; Lee, C; Jung-Kubiak, C; Mehdi, I; Chattopadhyay, G			IEEE	Decrossas, Emmanuel; Reck, Theodore; Lee, Choonsup; Jung-Kubiak, Cecile; Mehdi, Imran; Chattopadhyay, Goutam			Evaluation of 3D Printing Technology for Corrugated Horn Antenna Manufacturing	2016 IEEE INTERNATIONAL SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY (EMC)	IEEE International Symposium on Electromagnetic Compatibility		English	Proceedings Paper	IEEE International Symposium on Electromagnetic Compatibility (EMC)	JUL 25-29, 2016	Ottawa, CANADA	IEEE Electromagnet Compatibil Soc		3-D printing; corrugated horn.; metal sintering; horn; surface roughness; waveguide attenuation; W-band; WR-10 waveguide		We report on the performance of waveguide components at W-band manufactured with 3-D printing technology. The precision and surface roughness of the various techniques are studied to determine the applicability of millimeter-wave components. The best waveguide attenuation measured of 0.014 dB/mm is still three times higher than for metal WR-10 waveguides. Full-wave simulations and surface roughness analysis show that performance can be improved by changing the orientation of the parts in the printer. The performance of a multi flare angle and corrugated horn antennas is evaluated.	[Decrossas, Emmanuel; Reck, Theodore; Lee, Choonsup; Jung-Kubiak, Cecile; Mehdi, Imran; Chattopadhyay, Goutam] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Decrossas, E (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Emmanuel.Decrossas@jpl.nasa.gov						12	9	10	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2158-110X		978-1-5090-1441-5	IEEE INT SYMP ELEC			2016							251	255					5	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG1WI	WOS:000387117700068					2020-09-09	
S	Gonzales, E; Mewatters, D			IEEE	Gonzales, Edward; Mewatters, Dalia			Magnetic Shield. Design Modeling and. Validation for SWOT Spacecraft Ka-band Extended Interaction Klystron	2016 IEEE INTERNATIONAL SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY (EMC)	IEEE International Symposium on Electromagnetic Compatibility		English	Proceedings Paper	IEEE International Symposium on Electromagnetic Compatibility (EMC)	JUL 25-29, 2016	Ottawa, CANADA	IEEE Electromagnet Compatibil Soc				Two Extended Interaction klystrons (EIKs) containing strong permanent magnets were modeled magnetically in a representative spacecraft geometry using commercial finite element modeling techniques and were validated against measurements made at varying distances. Initial modeling results for the 63 A-m(2) dipole moment magnets showed that magnetic shields would be necessary in order to meet magnetic field requirements for the Surface Water and Ocean Topography (SWOT) spacecraft, which contains components that are susceptible to external DC magnetic fields. ME and the Elk vendor proposed cold rolled steel and mu-metal as potential shield materials along with proposed thicknesses of 0.5 mn and 1.5 mm. Magnetic shields made from each of these materials were designed and modeled in software, taking high field saturation into account. Prototype magnetic shields with these parameters were then built, measured with an existing EIK, and compared against modeling results. For single-axis field measurements along the dipole axis, modeling results were within 7 gauss of the measured values at 10 cm from the magnet, and converged to less than 1.5 gauss at distances greater than 14 cm from the magnet. Three-axis field measurements at locations of interest showed that model correlation improved to within 4 gauss at 11 cm and 2 gauss for distances ranging between 15 cm and 36 cm.	[Gonzales, Edward; Mewatters, Dalia] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA	Gonzales, E (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA.	Edward.C.Gonzales@jpl.nasa.gov; Dalia.A.Mcwatters@jpl.nasa.gov						2	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2158-110X		978-1-5090-1441-5	IEEE INT SYMP ELEC			2016													6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG1WI	WOS:000387117700004					2020-09-09	
S	Huang, CCN; Ghaneh, A; Comandur, S			IEEE	Huang, Chi-Chien Nelson; Ghaneh, Ali; Comandur, Subha			Electromagnetic Compatibility Design, Implementation and Test of the SMAP Spacecraft to Meet Stringent L-Band Radiated Emissions Requirements	2016 IEEE INTERNATIONAL SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY (EMC)	IEEE International Symposium on Electromagnetic Compatibility		English	Proceedings Paper	IEEE International Symposium on Electromagnetic Compatibility (EMC)	JUL 25-29, 2016	Ottawa, CANADA	IEEE Electromagnet Compatibil Soc				This paper describes the electromagnetic compatibility (EMC) requirements on the NASA SMAP mission, the implementation of EMC best practices at various levels of development in system level cabling harnesses and subsystems packaging, and the testing and results of flight hardware at the subsystem and spacecraft system levels.	[Huang, Chi-Chien Nelson; Ghaneh, Ali; Comandur, Subha] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA	Huang, CCN (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA.	Chi-Chien.N.Huang@jpl.nasa.gov; Ali.R.Ghaneh@jpl.nasa.gov; Subha.Comandur@jpl.nasa.gov						3	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2158-110X		978-1-5090-1441-5	IEEE INT SYMP ELEC			2016													6	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG1WI	WOS:000387117700003					2020-09-09	
