PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Harness, A; Shaklan, S; Dumont, P; Kim, Y; Kasdin, NJ		Shaklan, S		Harness, Anthony; Shaklan, Stuart; Dumont, Philip; Kim, Yunjong; Kasdin, N. Jeremy			Modeling and performance predictions for the Princeton Starshade Testbed	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		Starshade; Optical Modeling; Diffractive Optics	OCCULTER	Starshades are a leading technology to enable the direct detection and spectroscopic characterization of Earth-like exoplanets. Two key aspects to advancing starshade technology are the demonstration of starlight suppression to the level required for flight and validation of optical models at this high level of suppression. These technologies are addressed in current efforts underway at the Princeton Starshade Testbed. We report on results from modeling the performance of the Princeton Starshade Testbed to help achieve the milestone 10(-9) suppression. We use our optical model to examine the effects that errors in the occulting mask shape and external environmental factors have on the limiting suppression. We look at deviations from the ideal occulter shape such as over-etching during the lithography process, edge roughness of the mask, and random defects introduced during manufacturing. We also look at the effects of dust and wavefront errors in the open-to-atmosphere testbed. These results are used to set fabrication requirements on the starshade and constraints on the testbed environment. We use detailed measurements of the manufactured occulting mask to converge towards agreement between our modeled performance predictions and the suppression measured in the testbed, thereby building confidence in the validity of the optical models. We conclude with a discussion of the advantages and practicalities of scaling to a larger testbed to further advance the optical aspect of starshade technology.	[Harness, Anthony; Kim, Yunjong; Kasdin, N. Jeremy] Princeton Univ, Princeton, NJ 08544 USA; [Shaklan, Stuart; Dumont, Philip] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Harness, A (corresponding author), Princeton Univ, Princeton, NJ 08544 USA.	anthony.harness@princeton.edu			NASA GrantNational Aeronautics & Space Administration (NASA) [NNX14AQ63C]	The authors would like to thank Bala Balasubramanian and Victor White for providing the starshade masks and supporting the efforts of the testbed and Jacob Metzman for careful examination of the masks to serve as input for the optical models. This work was performed wider NASA Grant #NNX14AQ63C.		15	1	1	0	0	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 1040019	10.1117/12.2275160			20	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900034					2020-09-09	
S	Jewell, J; Ruane, G; Shaklan, S; Mawet, D; Redding, D		Shaklan, S		Jewell, Jeffrey; Ruane, Garreth; Shaklan, Stuart; Mawet, Dimitri; Redding, Dave			Coronagraph Design Optimization for Segmented Aperture Telescopes	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English; Estonian	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		vortex coronagraph; optimization; deformable mirrors; apodization		The goal of directly imaging Earth-like planets in the habitable zone of other stars has motivated the design of coronagraphs for use with large segmented aperture space telescopes. In order to achieve an optimal trade-off between planet light throughput and diffracted starlight suppression, we consider coronagraphs comprised of a stage of phase control implemented with deformable mirrors (or other optical elements), pupil plane apodization masks (gray scale or complex valued), and focal plane masks (either amplitude only or complex-valued, including phase only such as the vector vortex coronagraph). The optimization of these optical elements, with the goal of achieving 10 or more orders of magnitude in the suppression of on-axis (starlight) diffracted light, represents a challenging non-convex optimization problem with a nonlinear dependence on control degrees of freedom. We develop a new algorithmic approach to the design optimization problem, which we call the "Auxiliary Field Optimization" (AFO) algorithm. The central idea of the algorithm is to embed the original optimization problem, for either phase or amplitude (apodization) in various planes of the coronagraph, into a problem containing additional degrees of freedom, specifically fictitious "auxiliary" electric fields which serve as targets to inform the variation of our phase or amplitude parameters leading to good feasible designs. We present the algorithm, discuss details of its numerical implementation, and prove convergence to local minima of the objective function (here taken to be the intensity of the on-axis source in a "dark hole" region in the science focal plane). Finally, we present results showing application of the algorithm to both unobscured off-axis and obscured on-axis segmented telescope aperture designs. The application of the AFO algorithm to the coronagraph design problem has produced solutions which are capable of directly imaging planets in the habitable zone, provided end-to-end telescope system stability requirements can be met. Ongoing work includes advances of the AFO algorithm reported here to design in additional robustness to a resolved star, and other phase or amplitude aberrations to be encountered in a real segmented aperture space telescope.	[Jewell, Jeffrey; Shaklan, Stuart; Redding, Dave] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Ruane, Garreth; Mawet, Dimitri] CALTECH, Dept Astron, 1200 E Calif Blvd, Pasadena, CA 91125 USA	Jewell, J (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Jeffrey.B.Jewell@jpl.nasa.gov	Ruane, Garreth/A-5997-2013	Ruane, Garreth/0000-0003-4769-1665				9	6	6	0	3	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 104000H	10.1117/12.2274574			17	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900012		Green Accepted			2020-09-09	
S	Klimovich, N; Xin, Y; Mawet, D; Ruane, G; Delorme, JR; Xuan, W; Echeverri, D; Randolph, M; Fucik, J; Wallace, JK; Wang, J; Vasisht, G; Dekany, R; Mennesson, B; Choquet, E; Serabyn, E		Shaklan, S		Klimovich, N.; Xin, Y.; Mawet, D.; Ruane, G.; Delorme, J. -R.; Xuan, W.; Echeverri, D.; Randolph, M.; Fucik, J.; Wallace, J. K.; Wang, J.; Vasisht, G.; Dekany, R.; Mennesson, B.; Choquet, E.; Serabyn, E.			Utilizing active single-mode fiber injection for speckle nulling in exoplanet characterization	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		vortex coronagraph; fiber injection unit; speckle nulling; broadband; spectrograph; exoplanet characterization; instrumentation	COUPLING EFFICIENCY; OPTICS	Despite recent advances in high-contrast imaging techniques, high resolution spectroscopy for characterization of exoplanet atmospheres is still limited by our ability to suppress residual starlight speckles at the planet's location. We have demonstrated a new concept for speckle nulling by injecting directly imaged planet light into a single-mode fiber, linking a high-contrast adaptively-corrected coronagraph to a high-resolution spectrograph (diffraction-limited or not). The restrictions on the incident electric field that will couple into the single-mode fiber give the adaptive optics system additional degrees of freedom to suppress the speckle noise on top of destructive interference. We are able to achieve a starlight suppression gains that are an order of magnitude better than conventional techniques in broadband light with minimal planet throughput losses.	[Klimovich, N.; Xin, Y.; Mawet, D.; Ruane, G.; Delorme, J. -R.; Xuan, W.; Echeverri, D.; Randolph, M.; Fucik, J.; Wang, J.; Dekany, R.] CALTECH, Dept Astron, Pasadena, CA 91125 USA; [Mawet, D.; Wallace, J. K.; Vasisht, G.; Mennesson, B.; Choquet, E.; Serabyn, E.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Klimovich, N (corresponding author), CALTECH, Dept Astron, Pasadena, CA 91125 USA.		Wallace, James/AAA-5741-2020; Ruane, Garreth/A-5997-2013; Vasisht, Gautam/AAP-3022-2020	Ruane, Garreth/0000-0003-4769-1665; Vasisht, Gautam/0000-0002-1871-6264; Xuan, Wenhao/0000-0002-6618-1137	Heising-Simons foundation	The authors would like to acknowledge the financial support of the Heising-Simons foundation.		15	0	0	1	2	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 104000Y	10.1117/12.2275173			7	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900025		Green Accepted			2020-09-09	
S	Krist, J; Riggs, AJ; McGuire, J; Tang, H; Amiri, N; Gutt, G; Marchen, L; Marx, D; Nemati, B; Saini, N; Sidick, E; Zhou, HY		Shaklan, S		Krist, John; Riggs, A. J.; McGuire, James; Tang, Hong; Amiri, Nikta; Gutt, Gary; Marchen, Luis; Marx, David; Nemati, Bijan; Saini, Navtej; Sidick, Erkin; Zhou, Hanying			WFIRST coronagraph optical modeling	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		WFIRST; coronagraph	PERFORMANCE; ALGORITHM	End-to-end numerical optical modeling of the WFIRST coronagraph incorporating wavefront sensing and control is used to determine the performance of the coronagraph with realistic errors, including pointing jitter and polarization. We present the performance estimates of the current flight designs as predicted by modeling. We also describe the release of a new version of the PROPER optical propagation library, our primary modeling tool, which is now available for Python and Matlab in addition to IDL.	[Krist, John; Riggs, A. J.; McGuire, James; Tang, Hong; Amiri, Nikta; Gutt, Gary; Marchen, Luis; Marx, David; Saini, Navtej; Sidick, Erkin; Zhou, Hanying] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Nemati, Bijan] Univ Alabama, Ctr Appl Opt, 301 Sparkman Dr, Huntsville, AL 35899 USA	Krist, J (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.							30	2	2	0	0	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 1040004	10.1117/12.2274792			17	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900002					2020-09-09	
S	Marx, D; Seo, BJ; Kern, B; Sidick, E; Nemati, B; Poberezhskiy, I		Shaklan, S		Marx, David; Seo, Byoung-Joon; Kern, Brian; Sidick, Erkin; Nemati, Bijan; Poberezhskiy, Ilya			Electric Field Conjugation in the Presence of Model Uncertainty	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		Coronagraphy; adaptive optics; deformable mirrors; space telescopes; exoplanets; nonlinear optimization		The Wide-Field Infrared Survey Telescope (WFIRST) is a 2.4m diameter space telescope NASA program. The payload will include a coronagraph instrument (CGI). The CGI designs under development use deformable mirrors (DM) to create a point spread function (PSF) with a dark region around the obscured star object. Electric field conjugation (EFC) is an iterative nonlinear optimization procedure that uses measurements of the electric field at the image to determine the DM displacements that modify the PSF to create the region of high contrast in the image. EFC requires a numerical model of the coronagraph to calculate the Jacobian of the system, which is used, along with regularization, to solve for the DM displacements for each iteration of the nonlinear optimization. Ideally, the coronagraph is aligned and calibrated, and the calibration data are used in the numerical model for calculating the Jacobian. However, calibration and alignment measurements always contain uncertainty resulting in calibration error. Therefore, the Jacobian calculated from the numerical model is not an exact representation of the physical coronagraph, and the resulting DM solution for an EFC iteration does not have the exact impact on the electric field of the coronagraph as predicted by the EFC. The result is slow convergence, and, as will be shown, the necessity of more restrictive regularization. Using Monte Carlo trials, we investigate the effect of calibration error on EFC convergence and regularization. Comparison to results from the High Contrast Imaging Testbed Hybrid Lyot Coronagraph are also presented.	[Marx, David; Seo, Byoung-Joon; Kern, Brian; Sidick, Erkin; Nemati, Bijan; Poberezhskiy, Ilya] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Marx, D (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.				National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration		8	3	3	0	1	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 104000P	10.1117/12.2274541			9	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900017					2020-09-09	
S	Mawet, D; Delorme, JR; Javonovic, N; Wallace, JK; Bartos, RD; Wizinowich, PL; Fitzgerald, M; Lilley, S; Ruane, G; Wang, J; Klimovich, N; Xin, Y		Shaklan, S		Mawet, D.; Delorme, J. R.; Javonovic, N.; Wallace, J. K.; Bartos, R. D.; Wizinowich, P. L.; Fitzgerald, M.; Lilley, S.; Ruane, G.; Wang, J.; Klimovich, N.; Xin, Y.			A fiber injection unit for the Keck Planet Imager and Characterizer	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		Adaptive Optics; High contrast imaging; High resolution spectroscopy; Exoplanet characterization; Doppler imaging		Coupling a high-contrast imaging instrument to a high-resolution spectrograph has the potential to enable the most detailed characterization of exoplanet atmospheres, including spin measurements and Doppler mapping. The high-contrast imaging system serves as a spatial filter to separate the light from the star and the planet while the high-resolution spectrograph acts as a spectral filter, which differentiates between features in the stellar and planetary spectra. The Keck Planet Imager and Characterizer (KPIC) located downstream from the current W. M. Keck II adaptive optics (AO) system will contain a fiber injection unit (FIU) combining a high-contrast imaging system and a fiber feed to Kecks high resolution infrared spectrograph NIRSPEC. Resolved thermal emission from known young giant exoplanets will be injected into a single-mode fiber linked to NIRSPEC, thereby allowing the spectral characterization of their atmospheres. Moreover, the resolution of NIRSPEC (R = 37,500) is high enough to enable spin measurements and Doppler imaging of atmospheric weather phenomenon. The module will be integrated and tested at Caltech before being transferred to Keck in 2018.	[Mawet, D.; Delorme, J. R.; Javonovic, N.; Ruane, G.; Wang, J.; Klimovich, N.; Xin, Y.] CALTECH, Dept Astron, 1200 E Calif Blvd, Pasadena, CA 91125 USA; [Mawet, D.; Wallace, J. K.; Bartos, R. D.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Wizinowich, P. L.; Lilley, S.] WM Keck Observ, 65-1120 Mamalahoa Hwy, Kamuela, HI 96743 USA; [Fitzgerald, M.] Univ Calif Los Angeles, Dept Phys & Astron, 430 Portola Plaza, Los Angeles, CA 90095 USA	Mawet, D (corresponding author), CALTECH, Dept Astron, 1200 E Calif Blvd, Pasadena, CA 91125 USA.; Mawet, D (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	dmawet@astro.caltech.edu	Ruane, Garreth/A-5997-2013; Wallace, James/AAA-5741-2020; Fitzgerald, Michael/C-2642-2009	Ruane, Garreth/0000-0003-4769-1665; Fitzgerald, Michael/0000-0002-0176-8973	Heising-Simons foundation; National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	The authors would like to acknowledge the financial support of the Heising-Simons foundation. This work was partially carried out at the Jet Propulsion Laboratory, California Institute of Technology, under contract with the National Aeronautics and Space Administration. Finally, we would like to thank Rowan Swain for proofreading the manuscript.		10	1	1	0	0	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 1040029	10.1117/12.2274891			6	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900063		Green Accepted			2020-09-09	
S	Morgan, R; Turmon, M; Delacroix, C; Savransky, D; Garrett, D; Lowrance, P; Liu, XC; Nunez, P		Shaklan, S		Morgan, Rhonda; Turmon, Michael; Delacroix, Christian; Savransky, Dmitry; Garrett, Daniel; Lowrance, Patrick; Liu, Xiang Cate; Nunez, Paul			ExEP Yield Modeling Tool and Validation Test Results	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		exoplanets; yield modeling; software testing; EXOSIMS; Design Reference Mission simulation; high contrast imaging; coronagraph; starshade		EXOSIMS is an open-source simulation tool for parametric modeling of the detection yield and characterization of exoplanets. EXOSIMS has been adopted by the Exoplanet Exploration Programs Standards Definition and Evaluation Team (ExSDET) as a common mechanism for comparison of exoplanet mission concept studies. To ensure trustworthiness of the tool, we developed a validation test plan that leverages the Python-language unit-test framework, utilizes integration tests for selected module interactions, and performs end-to-end crossvalidation with other yield tools. This paper presents the test methods and results, with the physics-based tests such as photometry and integration time calculation treated in detail and the functional tests treated summarily. The test case utilized a 4m unobscured telescope with an idealized coronagraph and an exoplanet population from the IPAC radial velocity (RV) exoplanet catalog. The known RV planets were set at quadrature to allow deterministic validation of the calculation of physical parameters, such as working angle, photon counts and integration time. The observing keepout region was tested by generating plots and movies of the targets and the keepout zone over a year. Although the keepout integration test required the interpretation of a user, the test revealed problems in the L2 halo orbit and the parameterization of keepout applied to some solar system bodies, which the development team was able to address. The validation testing of EXOSIMS was performed iteratively with the developers of EXOSIMS and resulted in a more robust, stable, and trustworthy tool that the exoplanet community can use to simulate exoplanet direct-detection missions from probe class, to WFIRST, up to large mission concepts such as HabEx and LUVOIR.	[Morgan, Rhonda; Turmon, Michael; Nunez, Paul] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA; [Delacroix, Christian; Savransky, Dmitry; Garrett, Daniel] Cornell Univ, Space Imaging & Opt Syst Lab, Ithaca, NY 14853 USA; [Delacroix, Christian; Savransky, Dmitry] Cornell Univ, Carl Sagan Inst, Ithaca, NY 14853 USA; [Lowrance, Patrick; Liu, Xiang Cate] CALTECH, IPAC, Pasadena, CA 91125 USA	Morgan, R (corresponding author), 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Rhonda.Morgan@jpl.nasa.gov	Savransky, Dmitry/M-1298-2014	Savransky, Dmitry/0000-0002-8711-7206; Lowrance, Patrick/0000-0001-8014-0270; Garrett, Daniel/0000-0002-4252-7017	National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA); U.S. Government sponsorship; Exoplanet Exploration Program office; NASA funds	Copyright 2017. All rights reserved. The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration. U.S. Government sponsorship acknowledged; this work was partially supported by the Exoplanet Exploration Program office, and NASA funds to Cornell.		16	0	0	0	1	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 104001K	10.1117/12.2274468			14	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900043		Green Accepted			2020-09-09	
S	Prada, CM; Yao, L; Wu, YQ; Roberts, LC; Shelton, C; Wu, XT		Shaklan, S		Prada, Camilo Mejia; Yao, Li; Wu, Yuqian; Roberts, Lewis C., Jr.; Shelton, Chris; Wu, Xingtao			Characterization of Low Mass Deformable Mirrors and ASIC drivers for high-contrast imaging	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		Deformable mirrors; wavefront control; high-contrast imaging		The development of compact, high performance Deformable Mirrors (DMs) is one of the most important technological challenges for high-contrast imaging on space missions. Microscale Inc. has fabricated and characterized piezoelectric stack actuator deformable mirrors (PZT-DMs) and Application-Specific Integrated Circuit (ASIC) drivers for direct integration. The DM-ASIC system is designed to eliminate almost all cables, enabling a very compact optical system with low mass and low power consumption. We report on the optical tests used to evaluate the performance of the DM and ASIC units. We also compare the results to the requirements for space-based high-contrast imaging of exoplanets.	[Prada, Camilo Mejia; Roberts, Lewis C., Jr.; Shelton, Chris] CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA; [Yao, Li; Wu, Yuqian; Wu, Xingtao] Microscale Inc, Woburn, MA USA	Prada, CM (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA.	cprada@jpl.nasa.gov			National Aeronautics and Space Adminsitration	This work was performed at the Jet Propulsion Laboratory, California Institute of Technology, under contrast with the National Aeronautics and Space Adminsitration.		9	0	0	0	4	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 1040011	10.1117/12.2271500			6	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900028					2020-09-09	
S	Ren, B; Pueyo, L; Perrin, MD; Debes, JH; Choquet, E		Shaklan, S		Ren, Bin; Pueyo, Laurent; Perrin, Marshall D.; Debes, John H.; Choquet, Elodie			Post-processing of the HST STIS coronagraphic observations	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		HST; STIS; Coronagraphy; Post-processing; Circumstellar Disks; Exoplanets	HERBIG AE STAR; HUBBLE-SPACE-TELESCOPE; SPECKLE NOISE; SILICATE DUST; DYNAMIC-RANGE; DISKS; EVOLUTION	In the past 20 years, the Hubble Space Telescope (HST) STIS coronagraphic instrument has observed more than 100 stars, obtaining more than 4,000 readouts since its installment on HST in 1997 and the numbers are still increasing. We reduce the whole STIS coronagraphic archive at the most commonly observed positions (Wedge A0.6 and A1.0) with new post-processing methods, and present our results here. We are able to recover all of the 32 previously reported circumstellar disks, and obtain better contrast close to the star. For some of the disks, our results are limited by the over subtraction of the methods, and therefore the major regions of the disks can be recovered except the faintest regions. We also explain our efforts in the calibration of its new BARS occulting position, enabling STIS to explore inner regions as close as 0.2".	[Ren, Bin] Johns Hopkins Univ, 3400 North Charles St, Baltimore, MD 21218 USA; [Pueyo, Laurent; Perrin, Marshall D.; Debes, John H.] Space Telescope Sci Inst, 3700 San Martin Dr, Baltimore, MD 21218 USA; [Choquet, Elodie] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Ren, B (corresponding author), Johns Hopkins Univ, 3400 North Charles St, Baltimore, MD 21218 USA.	ren@jhu.edu		Perrin, Marshall/0000-0002-3191-8151; Ren, Bin/0000-0003-1698-9696	Maryland Advanced Research Computing Center (MARCC) - State of Maryland; NASA through Hubble Fellowship - STScI [HST-HF2-51355];  [NAS5-26555];  [HST-AR-12652]	Based on observations made with the NASA/ESA Hubble Space Telescope, and obtained from the Hubble Legacy Archive, is a collaboration between the Space Telescope Science Institute (STScI/NASA), the Space Telescope European Coordinating Facility (ST-ECF/ESA) and the Canadian Astronomy Data Centre (CADC/NRC/CSA). This research has made use of the SIMBAD database, operated at CDS, Strasbourg, France. B.R. thanks the useful discussions with Christopher Stark, Schuyler Wolff, Jonathan Aguilar, and Alexandra Greenbaum; and computational resources from the support by Colin Norman and the Maryland Advanced Research Computing Center (MARCC) funded by a State of Maryland grant to Johns Hopkins University through the Institute for Data Intensive Engineering and Science (IDIES). E.C. acknowledges support from NASA through Hubble Fellowship grant HST-HF2-51355 awarded by STScI, operated by AURA, Inc. under contract NAS5-26555, and support from HST-AR-12652, for research carried out at the Jet Propulsion Laboratory, California Institute of Technology. This research made use of Astropy, a community-developed core Python package for Astronomy.<SUP>61</SUP>		61	1	1	0	0	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 1040021	10.1117/12.2274163			14	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900057					2020-09-09	
S	Riggs, AJE; Zimmerman, NT; Nemati, B; Krist, J		Shaklan, S		Riggs, A. J. Eldorado; Zimmerman, Neil T.; Nemati, Bijan; Krist, John			Shaped pupil coronagraph design improvements for the WFIRST Coronagraph Instrument	TECHNIQUES AND INSTRUMENTATION FOR DETECTION OF EXOPLANETS VIII	Proceedings of SPIE		English	Proceedings Paper	Conference on Techniques and Instrumentation for Detection of Exoplanets VIII	AUG 08-10, 2017	San Diego, CA	SPIE		WFIRST; CGI; coronagraph; exoplanet		NASA's WFIRST Coronagraph Instrument (CGI) is planned to image and characterize exoplanets at high contrast. The CGI operating modes are the hybrid Lyot coronagraph for planet detection and inner debris disk imaging, a shaped pupil coronagraph for planet characterization, and another shaped pupil for outer disk imaging. Early CGI designs focused on overcoming the diffraction of the large pupil obscurations. Now that those designs have been proven to work in the lab, the design emphasis has been on achieving higher throughput and lower sensitivities to jitter and polarization aberrations. Here we present those improvements and the integration of science yield modeling into the spectrographic shaped pupil design process.	[Riggs, A. J. Eldorado; Krist, John] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Zimmerman, Neil T.] NASA, Goddard Space Flight Ctr, Greenbelt, MD 20771 USA; [Nemati, Bijan] Univ Alabama, Huntsville, AL 35899 USA	Riggs, AJE (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	aj.riggs@jp1.nasa.gov		Zimmerman, Neil/0000-0001-5484-1516				24	1	1	0	0	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1258-7; 978-1-5106-1257-0	PROC SPIE			2017	10400								UNSP 104000O	10.1117/12.2274437			18	Astronomy & Astrophysics; Instruments & Instrumentation; Physics, Applied	Astronomy & Astrophysics; Instruments & Instrumentation; Physics	BJ3MH	WOS:000423870900016					2020-09-09	
