author_id,name,title
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogic mapping of the Av-9 Numisia quadrangle of Vesta
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogical analysis of the Oppia quadrangle of asteroid (4) Vesta: Evidence for occurrence of moderate-reflectance hydrated minerals
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Vesta's Pinaria region: Original basaltic achondrite material derived from mixing upper and lower crust
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The Sextilia-region on Asteroid 4Vesta-Stratigraphy and variegation
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Spectral analysis of the quadrangles Av-13 and Av-14 on Vesta
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Compositional variations in the Vestan Rheasilvia basin
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Separation of thermal inertia and roughness effects from Dawn/VIR measurements of Vesta surface temperatures in the vicinity of Marcia Crater
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Sublimation in bright spots on (1) Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ammoniated phyllosilicates with a likely outer Solar System origin on (1) Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Optical space weathering on Vesta: Radiative-transfer models and Dawn observations
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Disk-resolved photometry of Vesta and Lutetia and comparison with other asteroids
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",SURFACE ALBEDO AND SPECTRAL VARIABILITY OF CERES
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres Survey Atlas derived from Dawn Framing Camera images
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Lithologic variation within bright material on Vesta revealed by linear spectral unmixing
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Composition and structure of the shallow subsurface of Ceres revealed by crater morphology
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The missing large impact craters on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The permanently shadowed regions of dwarf planet Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Bright carbonate deposits as evidence of aqueous alteration on (1) Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",High-resolution Ceres High Altitude Mapping Orbit atlas derived from Dawn Framing Camera images
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Cratering on Ceres: Implications for its crust and evolution
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The geomorphology of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Cryovolcanism on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Distribution of phyllosilicates on the surface of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Detection of local H2O exposed at the surface of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","Dawn arrives at Ceres: Exploration of a small, volatile-rich world"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",A partially differentiated interior for (1) Ceres deduced from its gravity field and shape
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Extensive water ice within Ceres' aqueously altered regolith: Evidence from nuclear spectroscopy
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Timing of optical maturation of recently exposed material on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Cryogenic flow features on Ceres: Implications for crater-related cryovolcanism
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The Coriolis effect on mass wasting during the Rheasilvia impact on asteroid Vesta
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Global variations in regolith properties on asteroid Vesta from Dawn's low-altitude mapping orbit
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Spectral analysis of Ahuna Mons from Dawn mission's visible-infrared spectrometer
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Spectrophotometric properties of dwarf planet Ceres from the VIR spectrometer on board the Dawn mission
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Localized aliphatic organic material on the surface of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",An investigation of the bluish material on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Resolved spectrophotometric properties of the Ceres surface from Dawn Framing Camera images
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The Dependence of the Cerean Exosphere on Solar Energetic Particle Events
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres's obliquity history and its implications for the permanently shadowed regions
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Geomorphological evidence for ground ice on dwarf planet Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",High-resolution Ceres Low Altitude Mapping Orbit Atlas derived from Dawn Framing Camera images
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Pitted terrains on (1) Ceres and implications for shallow subsurface volatile distribution
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","The Ceres gravity field, spin pole, rotation period and orbit from the Dawn radiometric tracking and optical data"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Evidence for the Interior Evolution of Ceres from Geologic Analysis of Fractures
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The Putative Cerean Exosphere
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Conditions for Sublimating Water Ice to Supply Ceres' Exosphere
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Constraints on Ceres' Internal Structure and Evolution From Its Shape and Gravity Measured by the Dawn Spacecraft
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","Morphological Indicators of a Mascon Beneath Ceres's Largest Crater, Kerwan"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","Nature, formation, and distribution of carbonates on Ceres"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Variations in the amount of water ice on Ceres' surface suggest a seasonal water cycle
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Global and local re-impact and velocity regime of ballistic ejecta of boulder craters on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",SPIN-FORBIDDEN PYROXENE ABSORPTIONS IN THE VIR-SPECTRA OF 4VESTA
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Carbonaceous chondrites as analogs for the composition and alteration of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres's global and localized mineralogical composition determined by Dawn's Visible and Infrared Spectrometer (VIR)
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ambient and cold-temperature infrared spectra and XRD patterns of ammoniated phyllosilicates and carbonaceous chondrite meteorites relevant to Ceres and other solar system bodies
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogy and temperature of crater Haulani on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres' spectral link to carbonaceous chondritesAnalysis of the dark background materials
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Geologic constraints on the origin of red organic-rich material on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres internal structure from geophysical constraints
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ring-Mold Craters on Ceres: Evidence for Shallow Subsurface Water Ice Sources
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres' opposition effect observed by the Dawn framing camera
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Geology of Ceres' North Pole quadrangle with Dawn FC imaging data
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres' Ezinu quadrangle: a heavily cratered region with evidence for localized subsurface water ice and the context of Occator crater
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The Ac-5 (Fejokoo) quadrangle of Ceres: Geologic map and geomorphological evidence for ground ice mediated surface processes
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The unique geomorphology and structural geology of the Haulani crater of dwarf planet Ceres as revealed by geological mapping of equatorial quadrangle Ac-6 Haulani
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","The geology of the Kerwan quadrangle of dwarf planet Ceres: Investigating Ceres' oldest, largest impact basin"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The geology of the Nawish quadrangle of Ceres: The rim of an ancient basin
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The geology of the occator quadrangle of dwarf planet Ceres: Floor-fractured craters and other geomorphic evidence of cryomagmatism
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Geologic mapping of the Ac-11 Sintana quadrangle: Assessing diverse crater morphologies
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Geologic mapping of the Urvara and Yalode Quadrangles of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Dawn mission's search for satellites of Ceres: Intact protoplanets don't have satellites
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Characteristics of organic matter on Ceres from VIR/Dawn high spatial resolution spectra
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The spectral parameter maps of Ceres from NASA/DAWN VIR data
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Exposed H2O-rich areas detected on Ceres with the dawn visible and infrared mapping spectrometer
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Elemental composition and mineralogy of Vesta and Ceres: Distribution and origins of hydrogen-bearing species
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres' impact craters - Relationships between surface composition and geology
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Spectral analysis of the Cerean geological unit crater central peak material as an indicator of subsurface mineral composition
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogical mapping of Coniraya quadrangle of the dwarf planet Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The surface composition of Ceres' Ezinu quadrangle analyzed by the Dawn mission
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogy mapping of the Ac-H-5 Fejokoo quadrangle of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogical analysis of the Ac-H-6 Haulani quadrangle of the dwarf planet Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogical mapping of the Kerwan quadrangle on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The mineralogy of Ceres' Nawish quadrangle
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogy of the Occator quadrangle
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogical analysis of quadrangle Ac-H-10 Rongo on the dwarf planet Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ac-H-11 Sintana and Ac-H-12 Toharu quadrangles: Assessing the large and small scale heterogeneities of Ceres' surface
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Mineralogy of the Urvara-Yalode region on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",High-resolution shape model of Ceres from stereophotoclinometry using Dawn Imaging Data
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Floor-Fractured Craters on Ceres and Implications for Interior Processes
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Normal Faults on Ceres: Insights Into the Mechanical Properties and Thermal History of Nar Sulcus
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",An aqueously altered carbon-rich Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Water Vapor Contribution to Ceres' Exosphere From Observed Surface Ice and Postulated Ice-Exposing Impacts
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Ceres' Occator crater and its faculae explored through geologic mapping
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Bright carbonate surfaces on Ceres as remnants of salt-rich water fountains
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Tectonic analysis of fracturing associated with occator crater
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","The various ages of Occator crater, Ceres: Results of a comprehensive synthesis approach"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","Mineralogy of Occator crater on Ceres and insight into its evolution from the properties of carbonates, phyllosilicates, and chlorides"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Photometry of Ceres and Occator faculae as inferred from VIR/Dawn data
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",A Possible Brine Reservoir Beneath Occator Crater: Thermal and Compositional Evolution and Formation of the Cerealia Dome and Vinalia Faculae
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",The formation and evolution of bright spots on Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Compositional differences among Bright Spots on the Ceres surface
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Synthesis of the special issue: The formation and evolution of Ceres' Occator crater
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Spectrophotometric-modeling and mapping of Ceres
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Slurry extrusion on Ceres from a convective mud-bearing mantle
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Landslides on Ceres: Inferences Into Ice Content and Layering in the Upper Crust
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",A Global Inventory of Ice-Related Morphological Features on Dwarf Planet Ceres: Implications for the Evolution and Current State of the Cryosphere
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.","Fluidized Appearing Ejecta on Ceres: Implications for the Mechanical Properties, Frictional Properties, and Composition of its Shallow Subsurface"
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Dome formation on Ceres by solid-state flow analogous to terrestrial salt tectonics
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Differentiation and magmatic history of Vesta: Constraints from HED meteorites and Dawn spacecraft data
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Asymmetric Craters on the Dwarf Planet Ceres-Results of Second Extended Mission Data Analysis
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",Landslides on Ceres: Diversity and Geologic Context
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",Development and characteristics of Mechanical Porous Ambient Comet Simulants as comet surface analogs
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",A Brief History of Spacecraft Missions to Asteroids and Protoplanets
00d9a882-79de-4d42-b12c-e0e394f62362,"Raymond, Colin",Assessing present and future coastal moderation of extreme heat in the Eastern United States
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",Burned forest characterization at single-tree level with airborne laser scanning for assessing wildlife habitat
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",Canopy structural attributes derived from AVIRIS imaging spectroscopy data in a mixed broadleaf/conifer forest
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",Quantifying biomass consumption and carbon release from the California Rim fire by integrating airborne LiDAR and Landsat OLI data
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",Extrapolating Forest Canopy Fuel Properties in the California Rim Fire by Combining Airborne LiDAR and Landsat OLI Data
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",Impacts of Airborne Lidar Pulse Density on Estimating Biomass Stocks and Changes in a Selectively Logged Tropical Forest
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",Impact of data model and point density on aboveground forest biomass estimation from airborne LiDAR
06631bd8-80e7-4158-916a-f7f8c67b241e,"Garcia, Jordi Paredes",Full Spectrum hybrid photovoltaics and thermal engine utilizing high concentration solar energy
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Binary asteroid population. 3. Secondary rotations and elongations
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Science case for the Asteroid Impact Mission (AIM): A component of the Asteroid Impact & Deflection Assessment (AIDA) mission
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Fission and reconfiguration of bilobate comets as revealed by 67P/Churyumov-Gerasimenko
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Ejecta cloud from the AIDA space project kinetic impact on the secondary of a binary asteroid: I. mechanical environment and dynamical model
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Numerical investigation of the dynamical environment of 65803 Didymos
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.","Asteroid 1566 Icarus's. Size, Shape, Orbit, and Yarkovsky Drift from Radar Observations"
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Creep stability of the proposed AIDA mission target 65803 Didymos: I. Discrete cohesionless granular physics model
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",CAPABILITIES OF EARTH-BASED RADAR FACILITIES FOR NEAR-EARTH ASTEROID OBSERVATIONS
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Constraints on the perturbed mutual motion in Didymos due to impact-induced deformation of its primary after the DART impact
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Search for OH 18cm Radio Emission from 11/2017 U1 with the Green Bank Telescope
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.","Goldstone Radar Observations of Horseshoe-orbiting Near-Earth Asteroid 2013 BS45, a Potential Mission Target"
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Spin-orbit coupling in binary asteroids
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Planetary Bistatic Radar
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Assessing possible mutual orbit period change by shape deformation of Didymos after a kinetic impact in the NASA-led Double Asteroid Redirection Test
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Near-Earth asteroid 2012 TC4 observing campaign: Results from a global planetary defense exercise
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",Shape model and spin-state analysis of PHA contact binary (85990) 1999 JV6 from combined radar and optical observations
ef4c7653-c40b-414e-9f51-c28051cfa8ed,"Naidu, Shantanu",FIRE - Flyby of Io with Repeat Encounters: A conceptual design for a New Frontiers mission to Io
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",Photometry of particulate mixtures: What controls the phase curve?
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.","Mineralogy and fluvial history of the watersheds of Gale, Knobel, and Sharp craters: A regional context for the Mars Science Laboratory Curiosity's exploration"
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",Long-runout landslides and the long-lasting effects of early water activity on Mars
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.","The origin and implications of clay minerals from Yellowknife Bay, Gale crater, Mars"
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",Insights from the Metagenome of an Acid Salt Lake: The Role of Biology in an Extreme Depositional Environment
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",Carbon sequestration on Mars
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.","Modeling the thermal and physical evolution of Mount Sharp's sedimentary rocks, Gale Crater, Mars: Implications for diagenesis on the MSL Curiosity rover traverse"
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",Tracing the fate of carbon and the atmospheric evolution of Mars
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",Wavelength dependence of scattering properties in the VIS-NIR and links with grain-scale physical and compositional properties
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.","ChemCam activities and discoveries during the nominal mission of the Mars Science Laboratory in Gale crater, Mars"
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",ELECTRON IRRADIATION AND THERMAL PROCESSING OF MIXED-ICES OF POTENTIAL RELEVANCE TO JUPITER TROJAN ASTEROIDS
