PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Zuffada, C; Li, ZJ; Nghiem, SV; Lowe, S; Shah, R; Clarizia, MP; Cardellach, E			IEEE	Zuffada, Cinzia; Li, Zhijin; Nghiem, Son V.; Lowe, Steve; Shah, Rashmi; Clarizia, Maria Paola; Cardellach, Estel			THE RISE OF GNSS REFLECTOMETRY FOR EARTH REMOTE SENSING	2015 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 26-31, 2015	Milan, ITALY	IEEE		GNSS; sea surface topography; mesoscale ocean; wetland mapping	OCEAN; SYSTEM	The Global Navigation Satellite System (GNSS) reflectometry, i.e. GNSS-R, is a novel remote-sensing technique first published in [1] that uses GNSS signals reflected from the Earth's surface to infer its surface properties such as sea surface height (SSH), ocean winds, sea-ice coverage, vegetation, wetlands and soil moisture, to name a few. This communication discusses the scientific value of GNSS-R to (a) furthering our understanding of ocean mesoscale circulation toward scales finer than those that existing nadir altimeters can resolve, and (b) mapping vegetated wetlands, an emerging application that might open up new avenues to map and monitor the planet's wetlands for methane emission assessments. Such applications are expected to be demonstrated by the availability of data from GEROS-ISS, an ESA experiment currently in phase A [2], and CyGNSS [3], a NASA mission currently in development. In particular, the paper details the expected error characteristics and the role of filtering played in the assimilation of these data to reduce the altimetric error (when averaging many measurements).	[Zuffada, Cinzia; Li, Zhijin; Nghiem, Son V.; Lowe, Steve; Shah, Rashmi] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA; [Clarizia, Maria Paola] Univ Michigan, Ann Arbor, MI 48109 USA; [Cardellach, Estel] Inst Ciencies LEspais, Barcelona, Spain	Zuffada, C (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.							18	6	7	0	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-4799-7929-5	INT GEOSCI REMOTE SE			2015							5111	5114					4	Engineering, Electrical & Electronic; Geosciences, Multidisciplinary; Remote Sensing	Engineering; Geology; Remote Sensing	BE4GM	WOS:000371696705045					2020-09-15	
S	Haddad, ZS; Kacimi, S; Short, D			IEEE	Haddad, Ziad S.; Kacimi, Sahra; Short, David			A PARAMETRIZATION OF VERTICALLY-VARIABLE HORIZONTAL NON-UNIFORMITY OF RAIN WITHIN THE GPM-DPR BEAMS	2015 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 26-31, 2015	Milan, ITALY	IEEE		precipitation; radar; GPM; TRMM	TRMM PRECIPITATION RADAR	The "non-uniform beam filling" (NUBF) problem has received much attention in the context of retrieving instantaneous rain amounts from radar measurements because of the non-linearity of the relation between the amount of rain and the signature it leaves in the received echo signals. The non-linearities convert additive white uncertainty into biases in the measured quantities, and the accuracy of any estimate of the biases depends on how detailed a description one can use of the underlying non-uniformity. In this paper, we describe a method that we developed to characterize this non-uniformity in a very similar way to the treatment of Hydrometeor-Size-Distribution variability, by parametrizing it. This should be particularly useful to allow retrieval algorithms to account for NUBF in a more realistic way.	[Haddad, Ziad S.; Kacimi, Sahra; Short, David] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA	Haddad, ZS (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.							5	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-4799-7929-5	INT GEOSCI REMOTE SE			2015							5131	5133					3	Engineering, Electrical & Electronic; Geosciences, Multidisciplinary; Remote Sensing	Engineering; Geology; Remote Sensing	BE4GM	WOS:000371696705050					2020-09-15	
S	Wilheit, T; Berg, W; Ebrahimi, H; Kroodsma, R; McKague, D; Payne, V; Wang, J			IEEE	Wilheit, Thomas; Berg, Wesley; Ebrahimi, Hamideh; Kroodsma, Rachael; McKague, Darren; Payne, Vivienne; Wang, James			INTERCALIBRATING THE GPM CONSTELLATION USING THE GPM MICROWAVE IMAGER (GMI)	2015 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 26-31, 2015	Milan, ITALY	IEEE		Calibration; Microwave radiometry; Satellites	WATER-VAPOR PROFILES; CALIBRATION; RADIOMETERS; RETRIEVAL	A constellation of disparate radiometers is inherent to the Global Precipitation Measurement (GPM) mission concept. The task of the Intersatellite Calibration Working group is to generate adjustments to make the measurements of all these radiometers physically consistent. A key role of the GPM Microwave Imager (GMI) on the GPM Core satellite is to serve as a transfer standard among the constellation radiometers. The TRMM Microwave Imager (TMI) has served this role during the development phase and for interim corrections early in the GPM mission. The stability of GMI appears to be very good and a physically based calibration has been generated that appears to be accurate at the 1K level or better.	[Wilheit, Thomas] Texas A&M Univ, College Stn, TX 77843 USA; [Berg, Wesley] Colorado State Univ, Ft Collins, CO 80523 USA; [Ebrahimi, Hamideh] Univ Cent Florida, Orlando, FL 32816 USA; [Kroodsma, Rachael] NASA, Goddard Space Flight Ctr, Greenbelt, MD 20771 USA; [McKague, Darren] Univ Michigan, Ann Arbor, MI 48109 USA; [Payne, Vivienne] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA	Wilheit, T (corresponding author), Texas A&M Univ, College Stn, TX 77843 USA.		McKague, Darren/J-2590-2012	McKague, Darren/0000-0003-0297-0388				11	10	10	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-4799-7929-5	INT GEOSCI REMOTE SE			2015							5162	5165					4	Engineering, Electrical & Electronic; Geosciences, Multidisciplinary; Remote Sensing	Engineering; Geology; Remote Sensing	BE4GM	WOS:000371696705058					2020-09-15	
S	Doubleday, J; Chien, S; Norton, C; Wagstaff, K; Thompson, DR; Bellardo, J; Francis, C; Baumgarten, E			IEEE	Doubleday, Joshua; Chien, Steve; Norton, Charles; Wagstaff, Kiri; Thompson, David R.; Bellardo, John; Francis, Craig; Baumgarten, Eric			AUTONOMY FOR REMOTE SENSING - EXPERIENCES FROM THE IPEX CUBESAT	2015 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 26-31, 2015	Milan, ITALY	IEEE				The Intelligent Payload Experiment (IPEX) is a CubeSat mission to flight validate technologies for onboard instrument processing and autonomous operations for NASA's Earth Science Technologies Office (ESTO). Specifically IPEX is to demonstrate onboard instrument processing and product generation technologies for the Intelligent Payload Module (IPM) of the proposed Hyperspectral Infra-red Imager (HyspIRI) mission concept. Many proposed future missions, including HyspIRI, are slated to produce enormous volumes of data requiring either significant communication advancements or data reduction techniques. IPEX demonstrates several technologies for onboard data reduction, such as computer vision, image analysis, image processing and in general demonstrates general operations autonomy. We conclude this paper with a number of lessons learned through operations of this technology demonstration mission on a novel platform for NASA.	[Doubleday, Joshua; Chien, Steve; Norton, Charles; Wagstaff, Kiri; Thompson, David R.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Bellardo, John; Francis, Craig; Baumgarten, Eric] Calif Polytech State Univ San Luis Obispo, San Luis Obispo, CA 93407 USA	Doubleday, J (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	joshua.doubleday@jpl.nasa.gov; steve.chien@jpl.nasa.gov; charles.norton@jpl.nasa.gov; kiriwagstaff@jpl.nasa.gov; david.thompson@jpl.nasa.gov; bellardo@calpoly.edu; cfrancis@calpoly.edu						20	3	3	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-4799-7929-5	INT GEOSCI REMOTE SE			2015							5308	5311					4	Engineering, Electrical & Electronic; Geosciences, Multidisciplinary; Remote Sensing	Engineering; Geology; Remote Sensing	BE4GM	WOS:000371696705095					2020-09-15	
S	Minchew, B; Simons, M; Hensley, S; Bjornsson, H; Palsson, F; Milillo, P			IEEE	Minchew, Brent; Simons, Mark; Hensley, Scott; Bjoernsson, Helgi; Palsson, Finnur; Milillo, Pietro			MULTIPLE GLACIER SURGES OBSERVED WITH AIRBORNE AND SPACEBORNE INTERFEROMETRIC SYNTHETIC APERTURE RADAR	2015 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 26-31, 2015	Milan, ITALY	IEEE			ICE; INSTABILITY; MECHANISM; FLOW		[Minchew, Brent; Simons, Mark] CALTECH, Seismol Lab, Pasadena, CA 91125 USA; [Hensley, Scott] CALTECH, Jet Prop Lab, Pasadena, CA USA; [Bjoernsson, Helgi; Palsson, Finnur] Univ Iceland, Inst Earth Sci, Reykjaik, Iceland; [Milillo, Pietro] Univ Basilicata, Sch Engn, I-85100 Potenza, Italy	Minchew, B (corresponding author), CALTECH, Seismol Lab, Pasadena, CA 91125 USA.			Milillo, Pietro/0000-0002-1171-3976				21	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-4799-7929-5	INT GEOSCI REMOTE SE			2015							5316	5319					4	Engineering, Electrical & Electronic; Geosciences, Multidisciplinary; Remote Sensing	Engineering; Geology; Remote Sensing	BE4GM	WOS:000371696705097					2020-09-15	
S	Meissner, T; Wentz, F; Lagerloef, G; Le Vine, D; Lee, T			IEEE	Meissner, Thomas; Wentz, Frank; Lagerloef, Gary; Le Vine, David; Lee, Tong			ESTIMATE OF UNCERTAINTIES IN THE AQUARIUS SALINITY RETRIEVALS	2015 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 26-31, 2015	Milan, ITALY	IEEE		Aquarius; Ocean Surface Salinity; Error Characterization Validation		We present a method for formally assessing random and systematic uncertainties in the Aquarius salinity retrievals. The method is based on performing multiple retrievals by perturbing the various inputs to the retrieval algorithm. This results in calculating the sensitivity of the Aquarius salinity to these inputs. Together with an error model for the uncertainties in the input parameters it is possible to calculate the uncertainty in the retrieved SSS. It is important to distinguish between random uncertainties, which get suppressed when computing weekly or monthly averages and systematic uncertainties, which do not get suppressed by taking averages. We compare the results of the formal uncertainty estimates with uncertainty estimates based on comparing the Aquarius salinities with those from external validation sources finding excellent agreement.	[Meissner, Thomas; Wentz, Frank] Remote Sensing Syst, Santa Rosa, CA USA; [Lagerloef, Gary] Earth & Space Res, Seattle, WA USA; [Le Vine, David] NASA, GSFC, Greenbelt, MD USA; [Lee, Tong] JPL, Pasadena, CA USA	Meissner, T (corresponding author), Remote Sensing Syst, Santa Rosa, CA USA.	meissner@remss.com						4	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-4799-7929-5	INT GEOSCI REMOTE SE			2015							5324	5327					4	Engineering, Electrical & Electronic; Geosciences, Multidisciplinary; Remote Sensing	Engineering; Geology; Remote Sensing	BE4GM	WOS:000371696705099					2020-09-15	
S	Carregal, GR; Hartley, T; Siqueira, P; De Bleser, JW; Haynes, MS; Esteban-Fernandez, D; Millette, T			IEEE	Carregal, Gerard Ruiz; Hartley, Tom; Siqueira, Paul; De Bleser, Jan-Willem; Haynes, Mark S.; Esteban-Fernandez, Daniel; Millette, Thomas			A CALIBRATED 35 GHZ AIRBORNE SCATTEROMETER FOR NASA'S SURFACE WATER AND OCEAN TOPOGRAPHY MISSION	2015 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 26-31, 2015	Milan, ITALY	IEEE		Airborne radar; millimeter wave radar; scatterometer; radar cross-section		In this paper, an airborne Ka-band (35 GHz) FMCW scatterometer and its preliminary results are presented. The paper describes the system, the calibration and the data processing needed to study the response of different targets to the scatterometer. The results obtained in the first flights include normalized radar cross-section measurements of inland water bodies and a tree height estimation algorithm.	[Carregal, Gerard Ruiz; Hartley, Tom; Siqueira, Paul] Univ Massachusetts, Microwave Remote Sensing Lab, Amherst, MA 01003 USA; [De Bleser, Jan-Willem; Haynes, Mark S.; Esteban-Fernandez, Daniel] CALTECH, Jet Prop Lab, Radar Syst & Instrument Engn, Pasadena, CA USA; [Millette, Thomas] Mt Holyoke Coll, Dept Geog, Hadley, MA USA	Carregal, GR (corresponding author), Univ Massachusetts, Microwave Remote Sensing Lab, Amherst, MA 01003 USA.							4	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-4799-7929-5	INT GEOSCI REMOTE SE			2015							5340	5343					4	Engineering, Electrical & Electronic; Geosciences, Multidisciplinary; Remote Sensing	Engineering; Geology; Remote Sensing	BE4GM	WOS:000371696705103					2020-09-15	
S	Meier, D; Brockers, R; Matthies, L; Siegwart, R; Weiss, S			IEEE	Meier, Daniel; Brockers, Roland; Matthies, Larry; Siegwart, Roland; Weiss, Stephan			Detection and Characterization of Moving Objects with Aerial Vehicles using Inertial-Optical Flow	2015 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS)	IEEE International Conference on Intelligent Robots and Systems		English	Proceedings Paper	IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)	SEP 28-OCT 02, 2015	Hamburg, GERMANY	IEEE, RSJ, Univ Hamburg, DFG, RA, New Technol Fdn, SICE, KUKA, DJI, Rethink Robot, BOSCH, Chinese Acad Sci, SIAT, Boozhong, Adept, Automatica, HIT, Ascending Technol, OPTOFORCE, DST Robot, BA Syst, Rainbow Robot, SIA, CLEARPATH Robot, Swiss Natl Ctr Competence Res Robot, SINEVA, Dyson, SICK, Robocept, Force Dimension, Open Unit Robot, Luoyang Natl Univ Sci Park, Fuzhou Univ, Synapticon, Google, Technishce Univ Munchen, iRobot, Echord++, Khalifa Univ, Pan Robot, FESTO, Kinova Robot, SCHUNK, ies			TRACKING	In this paper, we present a novel approach in combining visual and inertial measurements in non-static environments for first order characterization of the metric motion of non-static objects in the scene. Our approach leverages online estimated ego motion states and uses a novel inertialoptical flow (IOF) measurement analysis to identify moving objects and to characterize them in their angular and linear velocities. The novelty of our algorithm lies in the identification and segmentation of consistent optical flow outliers in the so-called kinematic space. These consistent outliers in combination with the IOF information for ego-motion estimation yield a first order estimation of the moving object in full 3D and in metric units. The approach is highly efficient as it only requires matched features in two consecutive images. We evaluate and demonstrate our algorithm in simulations and in real world tests.	[Meier, Daniel; Siegwart, Roland] Swiss Fed Inst Technol, ASL, Zurich, Switzerland; [Brockers, Roland; Matthies, Larry; Weiss, Stephan] CALTECH, Mobil & Robot Syst Sect, NASA, Jet Prop Lab, Pasadena, CA 91125 USA	Meier, D (corresponding author), Swiss Fed Inst Technol, ASL, Zurich, Switzerland.	danielme@student.ethz.ch; roland.brockers@jpl.nasa.gov; lhm@jpl.nasa.gov; rsiegwart@ethz.ch; stephan.weiss@ieee.org	Siegwart, Roland/A-4495-2008	Siegwart, Roland/0000-0002-2760-7983				14	6	6	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-0858		978-1-4799-9994-1	IEEE INT C INT ROBOT			2015							2473	2480					8	Computer Science, Artificial Intelligence; Robotics	Computer Science; Robotics	BE4LI	WOS:000371885402097					2020-09-15	
S	Raman, V; Falt, M; Wongpiromsarn, T; Murray, RM			IEEE	Raman, Vasumathi; Falt, Mattias; Wongpiromsarn, Tichakorn; Murray, Richard M.			Online Horizon Selection in Receding Horizon Temporal Logic Planning	2015 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS)	IEEE International Conference on Intelligent Robots and Systems		English	Proceedings Paper	IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)	SEP 28-OCT 02, 2015	Hamburg, GERMANY	IEEE, RSJ, Univ Hamburg, DFG, RA, New Technol Fdn, SICE, KUKA, DJI, Rethink Robot, BOSCH, Chinese Acad Sci, SIAT, Boozhong, Adept, Automatica, HIT, Ascending Technol, OPTOFORCE, DST Robot, BA Syst, Rainbow Robot, SIA, CLEARPATH Robot, Swiss Natl Ctr Competence Res Robot, SINEVA, Dyson, SICK, Robocept, Force Dimension, Open Unit Robot, Luoyang Natl Univ Sci Park, Fuzhou Univ, Synapticon, Google, Technishce Univ Munchen, iRobot, Echord++, Khalifa Univ, Pan Robot, FESTO, Kinova Robot, SCHUNK, ies				Temporal logics have proven effective for correct-by-construction synthesis of controllers for a wide range of robotic applications. Receding horizon frameworks mitigate the computational intractability of reactive synthesis for temporal logic, but have thus far been limited by pursuing a single sequence of short horizon problems to the goal. We propose a receding horizon algorithm for reactive synthesis that automatically determines a path to the currently pursued goal at runtime, responding as needed to nondeterministic environment behavior. This is achieved by allowing each short horizon to have multiple local goals, and determining which local goal to pursue based on the current global goal, the currently perceived environment and a pre-computed invariant dependent on the global goal. We demonstrate the utility of this additional flexibility in grant-response tasks, using a search-and-rescue example. Moreover, we show that these goal-dependent invariants mitigate the conservativeness of the receding horizon approach.	[Raman, Vasumathi; Murray, Richard M.] CALTECH, Pasadena, CA 91125 USA; [Falt, Mattias] Lund Univ, Automat Control LTH, SE-22100 Lund, Sweden; [Wongpiromsarn, Tichakorn] Thailand Ctr Excellence Life Sci, Bangkok, Thailand	Raman, V (corresponding author), CALTECH, Pasadena, CA 91125 USA.	vasu@caltech.edu; faldt.mattias@gmail.com; tichakorn@tcels.or.th; murray@cds.caltech.edu	Murray, Richard/J-2518-2015	Murray, Richard/0000-0002-5785-7481				20	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-0858		978-1-4799-9994-1	IEEE INT C INT ROBOT			2015							3493	3499					7	Computer Science, Artificial Intelligence; Robotics	Computer Science; Robotics	BE4LI	WOS:000371885403098		Green Accepted			2020-09-15	
S	Ryoo, MS; Fuchs, TJ; Xia, L; Aggarwa, JK; Matthies, L			ACM	Ryoo, M. S.; Fuchs, Thomas J.; Xia, Lu; Aggarwa, J. K.; Matthies, Larry			Robot-Centric Activity Prediction from First-Person Videos: What Will They Do to Me?	PROCEEDINGS OF THE 2015 ACM/IEEE INTERNATIONAL CONFERENCE ON HUMAN-ROBOT INTERACTION (HRI'15)	ACMIEEE International Conference on Human-Robot Interaction		English	Proceedings Paper	10th Annual ACM/IEEE International Conference on Human-Robot Interaction (HRI)	MAR 02-05, 2015	Portland, OR	IEEE, ACM, ACM SIGCHI, ACM SIGART, IEEE Robot & Automat Soc, AAAI, HFES, ACM SIGAI		Activity recognition; first-person videos; human-robot interaction		In this paper, we present a core technology to enable robot recognition of human activities during human-robot interactions. In particular, we propose a methodology for early recognition of activities from robot-centric videos (i.e., first-person videos) obtained from a robot's viewpoint during its interaction with humans. Early recognition, which is also known as activity prediction, is an ability to infer an ongoing activity at its early stage. We present an algorithm to recognize human activities targeting the camera from streaming videos, enabling the robot to predict intended activities of the interacting person as early as possible and take fast reactions to such activities (e.g., avoiding harmful events targeting itself before they actually occur). We introduce the novel concept of 'onset' that efficiently summarizes pre-activity observations, and design a recognition approach to consider event history in addition to visual features from first-person videos. We propose to represent an onset using a cascade histogram of time series gradients, and we describe a novel algorithmic setup to take advantage of such onset for early recognition of activities. The experimental results clearly illustrate that the proposed concept of onset enables better/earlier recognition of human activities from first-person videos collected with a robot.	[Ryoo, M. S.; Fuchs, Thomas J.; Matthies, Larry] CALTECH, Jet Prop Lab, Pasadena, CA USA; [Xia, Lu] Amazon Com Inc, Seattle, WA USA; [Xia, Lu; Aggarwa, J. K.] Univ Texas Austin, Dept ECE, Austin, TX 78712 USA	Ryoo, MS (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA USA.	mryoo@jpl.nasa.gov						20	35	36	0	5	ASSOC COMPUTING MACHINERY	NEW YORK	1515 BROADWAY, NEW YORK, NY 10036-9998 USA	2167-2121		978-1-4503-2882-1	ACMIEEE INT CONF HUM			2015							295	302		10.1145/2696454.2696462			8	Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Robotics	Computer Science; Engineering; Robotics	BE4NU	WOS:000371986600040					2020-09-15	
S	Arumugam, DD			IEEE	Arumugam, Darmindra D.			Multi-axis single-anchor vs. single-axis multi-anchors in long-range 2D MQS positioning	2015 IEEE INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION & USNC/URSI NATIONAL RADIO SCIENCE MEETING	IEEE Antennas and Propagation Society International Symposium		English	Proceedings Paper	IEEE International Symposium on Antennas and Propagation / USNC/URSI National North American Radio Science Meeting	JUL 19-24, 2015	Vancouver, CANADA	Inst Elect & Elect Engineers, IEEE Antennas & Propagat Soc, USNC, URSI		Electromagnetic fields; magnetoquasistatics; radio position measurement; radio tracking	IMAGE THEORY	Recent developments have enabled single-anchor long-range two-dimensional (2D) positioning using low-frequency magnetoquasistatic fields. The approach of using a single-anchor for 2D position and orientation sensing results in significantly simplified systems and setup when compared to previous multi-anchor systems. The various advantages of single-anchor systems over multi-anchor systems include accurate closed-form inverted solutions, substantially simplified system setup and calibration, no relative ground truth needs, and ability to easily perform low-latency or real-time sensing with simple systems.	[Arumugam, Darmindra D.] CALTECH, Jet Prop Lab, Pasadena, CA USA	Arumugam, DD (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA USA.	Darminda.D.Arumugam@jpl.nasa.gov						6	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1522-3965		978-1-4799-7815-1	IEEE ANTENNAS PROP			2015							165	166					2	Telecommunications	Telecommunications	BE3YW	WOS:000371401400081					2020-09-15	
S	Sideris, C; Hajimiri, A; Yang, C; Wu, SY; Sammoura, F; Lin, LW; Aloe, E			IEEE	Sideris, Constantine; Hajimiri, Ali; Yang, Chen; Wu, Sung-Yueh; Sammoura, Firas; Lin, Liwei; Aloe, Elad			Automated Design of a 3D Printed Waveguide Surface Coupler	2015 IEEE INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION & USNC/URSI NATIONAL RADIO SCIENCE MEETING	IEEE Antennas and Propagation Society International Symposium		English	Proceedings Paper	IEEE International Symposium on Antennas and Propagation / USNC/URSI National North American Radio Science Meeting	JUL 19-24, 2015	Vancouver, CANADA	Inst Elect & Elect Engineers, IEEE Antennas & Propagat Soc, USNC, URSI				We have implemented an automated optimization algorithm which generates de-novo EM structures under specified design objectives. We demonstrated a particular design of a surface coupling antenna which is capable of launching energy efficiently into the main mode of a plastic waveguide. A 3D printer was used to print the designed system to verify our results. The maximum available power gain of the system was measured as 0.128, implying that the coupler achieves an efficiency of at least 36% at the designed center frequency of 9.6GHz. The actual coupler efficiency is believed to be much higher because the polymer used is very lossy in this frequency range.	[Sideris, Constantine; Hajimiri, Ali] CALTECH, Dept Elect Engn, Pasadena, CA 91125 USA; [Yang, Chen; Wu, Sung-Yueh; Sammoura, Firas; Lin, Liwei; Aloe, Elad] Univ Calif Berkeley, Berkeley, CA 94720 USA	Sideris, C (corresponding author), CALTECH, Dept Elect Engn, Pasadena, CA 91125 USA.	costis@caltech.edu						3	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1522-3965		978-1-4799-7815-1	IEEE ANTENNAS PROP			2015							318	319					2	Telecommunications	Telecommunications	BE3YW	WOS:000371401400156					2020-09-15	
S	Arumugam, DD			IEEE	Arumugam, Darmindra D.			Magnetoquasistatic position measurement above earth using the exact integral solutions	2015 IEEE INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION & USNC/URSI NATIONAL RADIO SCIENCE MEETING	IEEE Antennas and Propagation Society International Symposium		English	Proceedings Paper	IEEE International Symposium on Antennas and Propagation / USNC/URSI National North American Radio Science Meeting	JUL 19-24, 2015	Vancouver, CANADA	Inst Elect & Elect Engineers, IEEE Antennas & Propagat Soc, USNC, URSI		Electromagnetic fields; magnetoquasistatics; radio position measurement; radio tracking		Measurements of the magnetoquasistatic coupling between a co-polarized vertical emitting and receiving coil, both located above earth, is compared to calculations using complex image theory and the exact integral solutions along a direction perpendicular to the surface normal axes of the loops. Inverting the theoretical expressions of the exact integral solution to estimate distance from measured fields resulted in an RMS error of 0.089 m for distances between 1.3-29.4 m, which corresponds to a 21.9% reduction in RMS distance error over complex image theory.	[Arumugam, Darmindra D.] CALTECH, Jet Prop Lab, Pasadena, CA USA	Arumugam, DD (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA USA.	Darmindra.D.Arumugam@jpl.nasa.gov						3	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1522-3965		978-1-4799-7815-1	IEEE ANTENNAS PROP			2015							554	555					2	Telecommunications	Telecommunications	BE3YW	WOS:000371401400270					2020-09-15	
S	Cannon, BL; Vanhille, KJ; Sadowy, GA			IEEE	Cannon, Benjamin L.; Vanhille, Kenneth J.; Sadowy, Gregory A.			Microfabricated Dual-Polarized, W-band Antenna Architecture for Scalable Line Array Feed	2015 IEEE INTERNATIONAL SYMPOSIUM ON ANTENNAS AND PROPAGATION & USNC/URSI NATIONAL RADIO SCIENCE MEETING	IEEE Antennas and Propagation Society International Symposium		English	Proceedings Paper	IEEE International Symposium on Antennas and Propagation / USNC/URSI National North American Radio Science Meeting	JUL 19-24, 2015	Vancouver, CANADA	Inst Elect & Elect Engineers, IEEE Antennas & Propagat Soc, USNC, URSI				Scalable antenna arrays that support active, electronic scanning at W-band are of interest for future remote sensing missions such as the proposed Aerosol, Cloud and Ecosystems (ACE) mission. An intermediate step towards an electronically scanned solution is demonstrated. A dual-polarized passive, 2x8 element 94 GHz array is microfabricated in the Nuvotronics proprietary PolyStrata process. Feed networks are located behind the footprint of the array to permit scalable tiling to form larger arrays. Measured S-parameters are presented, demonstrating 2:1 VSWR bandwidth of over 8%, and 45 dB isolation between transmit and cross-polarized receive channel. Measured radiation patterns demonstrate excellent agreement with simulation predictions and repeatability between units.	[Cannon, Benjamin L.; Vanhille, Kenneth J.] Nuvotronics LLC, Durham, NC USA; [Sadowy, Gregory A.] CALTECH, Jet Prop Lab, Pasadena, CA USA	Cannon, BL (corresponding author), Nuvotronics LLC, Durham, NC USA.	bcannon@nuvotronics.com						3	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1522-3965		978-1-4799-7815-1	IEEE ANTENNAS PROP			2015							615	616					2	Telecommunications	Telecommunications	BE3YW	WOS:000371401400300					2020-09-15	
