_id,name,raw_names,affiliations,addresses,publications
e562f61f-3472-4d5a-9465-c343b6fd15b7,"Naidu, Shantanu. P.","['Naidu, S. P.', 'Naidu, Shantanu P.', 'Naidu, Shantanu. P.']",['JPL'],"['CALTECH, Jet Prop Lab, Planetary Sci Sect, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, Pasadena, CA USA', 'JPL, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA']","['WOS:000459641200009', 'WOS:000515100700001', 'WOS:000465191900011', 'WOS:000377229600011', 'WOS:000377856800028', 'WOS:000429714600001', 'WOS:000388545500023', 'WOS:000394066000010', 'WOS:000403826500003', 'WOS:000403734700007', 'WOS:000455238100007', 'WOS:000369125700019', 'WOS:000454549200004', 'WOS:000403657100008', 'WOS:000413082900030', 'WOS:000462690600015']"
ef8f3efd-67bf-427d-a6b3-42144d320b36,"Naidu, Shantanu","['Naidu, Shantanu']",['JPL'],"['CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA']",['WOS:000407410500017']
abc17cfa-ccb0-471d-ac53-a202a88d54ba,"Ehlmann, Bethany L.","['Ehlmann, B. L.', 'Ehlmann, Bethany L.']","['JPL', 'Caltech']","['CALTECH, JPL, Pasadena, CA 91109 USA', 'CALTECH, Div Planetary Sci, 1200 East Calif Blvd, Pasadena, CA 91125 USA', 'CALTECH, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Div Geol & Planetary Sci, 4800 Oak Grove Dr, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA', 'CALTECH, Dept Geol & Planetary Sci, Pasadena, CA 91125 USA', 'CALTECH, Div Geol & Planetary Sci, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Div Geol & Planetary Sci, 1200 E Calif Blvd, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, NASA, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA']","['WOS:000394405000030', 'WOS:000453250000010', 'WOS:000390958900014', 'WOS:000380999200028', 'WOS:000395839600010', 'WOS:000373741300060', 'WOS:000493905700008', 'WOS:000448656800024', 'WOS:000414228800001', 'WOS:000419993400006', 'WOS:000463137400004', 'WOS:000417851800008', 'WOS:000349956000011', 'WOS:000425944200092', 'WOS:000363899100002', 'WOS:000352175700016', 'WOS:000391739900041', 'WOS:000481444400008', 'WOS:000427892700007', 'WOS:000361830400004', 'WOS:000388374902070', 'WOS:000373470400003', 'WOS:000508042900004', 'WOS:000459644000014', 'WOS:000448877500001', 'WOS:000416493400002', 'WOS:000425590700001', 'WOS:000369125700020', 'WOS:000387795400008', 'WOS:000445830200003', 'WOS:000443577500008', 'WOS:000403491300010', 'WOS:000401169800004', 'WOS:000448877500003', 'WOS:000428810100008', 'WOS:000349878200016', 'WOS:000394409100006', 'WOS:000403382300033', 'WOS:000425944200119', 'WOS:000492987700007', 'WOS:000381450500005', 'WOS:000353711600024', 'WOS:000379927400006', 'WOS:000366373000001', 'WOS:000410580200009', 'WOS:000419993400007', 'WOS:000379927400004', 'WOS:000403491300016', 'WOS:000490955600005', 'WOS:000382558900031', 'WOS:000455073800005', 'WOS:000425944200152', 'WOS:000425944200149', 'WOS:000352095800003']"
9253991b-eee7-4a8d-890a-d1e4eb908783,"Ehlmann, Bethany","['Ehlmann, Bethany']","['JPL', 'Caltech']","['CALTECH, Pasadena, CA 91125 USA', 'Jet Prop Lab, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, Pasadena, CA USA', 'CALTECH, Div Geol & Planetary Sci, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, NASA, Pasadena, CA USA']","['WOS:000395839600008', 'WOS:000416507000010', 'WOS:000419993400013', 'WOS:000447761300017', 'WOS:000445076200001']"
b965d888-6dd6-42bf-a13f-77f94a20cb8b,"Ehlmann, B.","['Ehlmann, B.']","['JPL', 'Caltech']","['CALTECH, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA USA', 'Caltech, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Div Geol & Planetary Sci, Pasadena, CA 91125 USA']","['WOS:000395652600008', 'WOS:000459644000015', 'WOS:000352855100007', 'WOS:000348967300006']"
8621a179-99fa-4904-9bae-8466cb6c09c2,"Mei, S.","['Mei, S.']","['JPL', 'Caltech']","['CALTECH, Pasadena, CA 91125 USA', 'CALTECH, Cahill Ctr Astron & Astrophys, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91011 USA', 'CALTECH, Jet Prop Lab, Cahill Ctr Astron & Astrophys, 4800 Oak Grove Dr, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, Cahill Ctr Astron & Astrophys, Pasadena, CA USA', 'CALTECH, 1200 E Calif Blvd, Pasadena, CA 91125 USA', 'CALTECH, IPAC, Mail Code 314-6,1200 E Calif Blvd, Pasadena, CA 91125 USA']","['WOS:000385832200030', 'WOS:000439501300100', 'WOS:000361803900014', 'WOS:000373208900001', 'WOS:000385231600076', 'WOS:000472833200002', 'WOS:000385832200010', 'WOS:000427921700001', 'WOS:000496922300089', 'WOS:000372265800066', 'WOS:000430190000002', 'WOS:000393647100071']"
13b1bd10-6fba-45f2-ac12-18ef5aa47c66,"Mei, Simona","['Mei, Simona']","['JPL', 'Caltech']","['CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91011 USA', 'CALTECH, Pasadena, CA 91125 USA', 'CALTECH, Cahill Ctr Astron & Astrophys, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Cahill Ctr Astron & Astrophys, 4800 Oak Grove Dr, Pasadena, CA USA', 'CALTECH, Cahill Ctr Astron & Astrophys, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA', 'CALTECH, Cahill Ctr Astron & Astrophys Calif, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Cahill Ctr Astron & Astrophys, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Infrared Proc & Anal Ctr, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Cahill Ctr Astron & Astrophys, 4800 Oak Grove, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA']","['WOS:000422954000012', 'WOS:000368008200057', 'WOS:000413339200014', 'WOS:000406396300005', 'WOS:000372264200040', 'WOS:000406396300002', 'WOS:000525487700079', 'WOS:000353014500001', 'WOS:000470880300008', 'WOS:000432876500003', 'WOS:000413088400079', 'WOS:000372787000068', 'WOS:000354905000039', 'WOS:000413701200001', 'WOS:000462280000044', 'WOS:000364234700034', 'WOS:000414073800011', 'WOS:000489288600090', 'WOS:000462414400020', 'WOS:000456422400007', 'WOS:000385374500044', 'WOS:000397304500072', 'WOS:000386337700007', 'WOS:000413701200002', 'WOS:000388745500001', 'WOS:000400136300004']"
f0f46f1d-e00a-4822-b4ca-2c2831023143,"Walton, Dominic J.","['Walton, Dominic J.', 'Walton, D. J.']","['JPL', 'Caltech']","['CALTECH, Jet Prop Lab, 4800 Oak Grove Dr,Mail Stop 169-221, Pasadena, CA 91109 USA', 'CALTECH, Space Radiat Lab, Pasadena, CA 91125 USA', 'CALTECH, Pasadena, CA 91125 USA', 'NASA, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Cahill Ctr Astron & Astrophys, Pasadena, CA 91125 USA', 'CALTECH, 1200 East Calif Blvd, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Cahill Ctr Astrophys, Pasadena, CA 91125 USA', 'CALTECH, Space Radiat Lab, Pasadena, CA 91109 USA', 'NASA, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Cahill Ctr Astrophys, 1216 East Calif Blvd, Pasadena, CA 91125 USA']","['WOS:000399876200014', 'WOS:000363651600013', 'WOS:000371002400049', 'WOS:000354905000029', 'WOS:000356772700003', 'WOS:000347518300055', 'WOS:000392152700006', 'WOS:000355345600019', 'WOS:000371002400017', 'WOS:000384722600122', 'WOS:000348820900008', 'WOS:000372305700023', 'WOS:000359062500009', 'WOS:000402849400029', 'WOS:000381334900013', 'WOS:000376386600043', 'WOS:000347518300053', 'WOS:000385374500028', 'WOS:000349315400010', 'WOS:000368000400067', 'WOS:000368238500012', 'WOS:000377903500004', 'WOS:000381962200093', 'WOS:000378106800100', 'WOS:000350249100022', 'WOS:000374569600039', 'WOS:000372265800032', 'WOS:000371788300013', 'WOS:000378106800123', 'WOS:000365206600028', 'WOS:000397298700001', 'WOS:000381962200087', 'WOS:000369710300164', 'WOS:000389243600006', 'WOS:000398421100062', 'WOS:000377102700032', 'WOS:000367105000055', 'WOS:000364049900008', 'WOS:000402825000046', 'WOS:000349236900062', 'WOS:000348820900009', 'WOS:000393785500029', 'WOS:000364234700014', 'WOS:000350272700005', 'WOS:000376386600060', 'WOS:000356715400076', 'WOS:000387788600019', 'WOS:000354991300041', 'WOS:000381334800010', 'WOS:000373812000006', 'WOS:000408362800020', 'WOS:000375725600033', 'WOS:000350273400022', 'WOS:000395170200054', 'WOS:000399876200019', 'WOS:000360854200079', 'WOS:000372305700062', 'WOS:000350272700012', 'WOS:000356311600054', 'WOS:000367105000036', 'WOS:000353579600038', 'WOS:000392152700019', 'WOS:000425472400002', 'WOS:000349761100040', 'WOS:000368010000020', 'WOS:000383273600058', 'WOS:000359062500064', 'WOS:000393455400105', 'WOS:000356810300065', 'WOS:000384001600046', 'WOS:000369437900071', 'WOS:000363471600052', 'WOS:000386894900034', 'WOS:000401603400002', 'WOS:000357129500004', 'WOS:000349782500032', 'WOS:000392392900116', 'WOS:000401170800006', 'WOS:000397304500051']"
0ba33f55-f159-455e-92e1-ea4180c72844,"Walton, D.","['Walton, D.']","['JPL', 'Caltech']","['NASA, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA USA', 'CALTECH, Cahill Ctr Astron & Astrophys, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Cahill Ctr Astrophys, 1216 East Calif Blvd, Pasadena, CA 91125 USA']","['WOS:000379832800064', 'WOS:000400474400005', 'WOS:000373809000011', 'WOS:000365310200024', 'WOS:000400339900017']"
c62e7d85-c94d-4d78-b944-9deb78bbca25,"Verma, Manish","['Verma, Manish']",['JPL'],"['CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA']","['WOS:000378100200012', 'WOS:000385488000049', 'WOS:000398923300017', 'WOS:000394399300014']"
7f00f2e2-4c31-413f-bac6-3e1c41365ec0,"Verma, Vandi","['Verma, Vandi']",['JPL'],"['NASA, Jet Prop Lab, CALTECH, Mobil & Robot Syst Sect, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA', 'CALTECH, NASA, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'NASA, Jet Prop Lab, CALTECH, Pasadena, CA USA']","['WOS:000481648202013', 'WOS:000488051200001', 'WOS:000380444400023', 'WOS:000481648203001']"
08de5f1d-ae17-46c6-b42d-503e921928c9,"Verma, Rishi","['Verma, Rishi']",['JPL'],"['CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, NASA, Jet Prop Lab, Pasadena, CA 91125 USA']","['WOS:000380459500030', 'WOS:000380404600251', 'WOS:000378428800256']"
3ba628aa-f8a2-4d1c-b82f-76a036ed543b,"Verma, V.","['Verma, V.']",['JPL'],"['CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA']",['WOS:000441518900003']
b86a9295-8733-4e4b-ab39-48b00cddcb7f,"Verma, M.","['Verma, M.']",['JPL'],"['CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'Jet Prop Lab, Geol & Planetary Sci, Pasadena, CA 91109 USA']","['WOS:000388114601208', 'WOS:000364730000038']"
ca8b643e-1c93-44f4-9ac2-69695a4691b8,"Stern, D.","['Stern, D.']",['JPL'],"['CALTECH, Jet Prop Lab, 4800 Oak Grove Dr,MS 169-221, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr,Mail Stop 169-221, Pasadena, CA 91109 USA', 'NASA, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr,Mail Stop 169-236, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, 4800 Oak Grove Dr,MS 169-224, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA', 'Jet Prop Lab, Pasadena, CA 91109 USA', 'CALTECH, Jet Prop Lab, Mail Stop 169-221, Pasadena, CA 91109 USA']","['WOS:000399876200014', 'WOS:000424977800020', 'WOS:000354189500027', 'WOS:000354905000029', 'WOS:000356772700003', 'WOS:000371002400080', 'WOS:000458749600002', 'WOS:000372305700068', 'WOS:000400463200003', 'WOS:000392152700006', 'WOS:000423731200060', 'WOS:000477695700003', 'WOS:000501191300001', 'WOS:000355345600019', 'WOS:000454575300008', 'WOS:000371002400017', 'WOS:000449365600014', 'WOS:000449616200062', 'WOS:000350262900011', 'WOS:000361800900048', 'WOS:000372787000071', 'WOS:000372305700023', 'WOS:000462302600078', 'WOS:000359062500009', 'WOS:000372787000005', 'WOS:000402849400029', 'WOS:000381334900013', 'WOS:000414185700001', 'WOS:000436925600001', 'WOS:000365284100045', 'WOS:000399876200005', 'WOS:000347518300053', 'WOS:000424117300008', 'WOS:000356339300029', 'WOS:000384674100028', 'WOS:000361655100008', 'WOS:000393566000026', 'WOS:000423377300006', 'WOS:000383272500026', 'WOS:000459646000007', 'WOS:000350273400004', 'WOS:000349315400010', 'WOS:000356810300126', 'WOS:000462251000034', 'WOS:000424758700008', 'WOS:000373809000011', 'WOS:000365310200024', 'WOS:000381962200093', 'WOS:000381962200076', 'WOS:000349782500062', 'WOS:000349782500027', 'WOS:000354905000040', 'WOS:000378106800123', 'WOS:000354189500043', 'WOS:000424117300007', 'WOS:000397298700001', 'WOS:000385820100015', 'WOS:000381962200087', 'WOS:000405652800010', 'WOS:000395918600013', 'WOS:000369710300164', 'WOS:000381940800003', 'WOS:000389243600006', 'WOS:000450221700029', 'WOS:000367105000066', 'WOS:000398421100062', 'WOS:000451609000040', 'WOS:000381962200025', 'WOS:000372302800034', 'WOS:000367105000055', 'WOS:000516538200023', 'WOS:000446752400026', 'WOS:000370370800079', 'WOS:000371044200016', 'WOS:000385832200030', 'WOS:000369369900006', 'WOS:000349236900062', 'WOS:000400474400005', 'WOS:000348820900009', 'WOS:000393785500029', 'WOS:000391169600040', 'WOS:000376386600060', 'WOS:000356715400076', 'WOS:000393647600004', 'WOS:000354991300041', 'WOS:000381334800010', 'WOS:000373812000006', 'WOS:000408362800020', 'WOS:000390797900098', 'WOS:000418271300002', 'WOS:000354045700039', 'WOS:000399876200019', 'WOS:000360854200079', 'WOS:000372305700062', 'WOS:000350272700012', 'WOS:000482571800012', 'WOS:000360854200008', 'WOS:000414587300011', 'WOS:000354065200011', 'WOS:000452819200157', 'WOS:000391169600120', 'WOS:000358967000035', 'WOS:000371002400081', 'WOS:000381912800043', 'WOS:000447585000001', 'WOS:000367105000036', 'WOS:000429040600002', 'WOS:000429457700019', 'WOS:000425472400002', 'WOS:000372303400004', 'WOS:000349761100040', 'WOS:000400474300006', 'WOS:000399429600002', 'WOS:000379832800064', 'WOS:000358945200079', 'WOS:000368010000020', 'WOS:000359062500064', 'WOS:000368238500035', 'WOS:000393455400105', 'WOS:000385832200010', 'WOS:000356810300065', 'WOS:000375318300071', 'WOS:000386894900034', 'WOS:000457718800010', 'WOS:000447040400001', 'WOS:000356810300026', 'WOS:000424652700005', 'WOS:000419994200010', 'WOS:000388608400004', 'WOS:000431054700001', 'WOS:000358967000053', 'WOS:000401603400002', 'WOS:000447040400002', 'WOS:000470204900003', 'WOS:000357129500004', 'WOS:000372303400062', 'WOS:000397304500051']"
